age_d;age_h;T;H_a;Cpm;psi_x;rho
87;18;15.4;55;0.292433537832311;-7.97295567804289;25.8285040316188
87;19;14.2;63;0.177021792543933;-6.02920999999709;25.8209962704033
87;20;13.3;70;0.0531697341513435;-3.94331395348861;25.8135267255784
87;21;13.2;72;0.0531697341513292;-3.94331395348837;25.8060951630186
87;22;13.5;69;0.0531697341513292;-3.94331395348837;25.7987013485985
87;23;12.6;75;0.0531697341513292;-3.94331395348837;25.7913450481926
87;24;12.6;75;0.0531697341513292;-3.94331395348837;25.7840260276754
88;1;12.3;77;0.0531697341513292;-3.94331395348837;25.7767440529215
88;2;12.3;78;0.0531697341513292;-3.94331395348837;25.7694988898054
88;3;11.7;82;0.0531697341513292;-3.94331395348837;25.7622903042016
88;4;11.9;80;0.0531697341513292;-3.94331395348837;25.7551180619848
88;5;12.5;77;0.0531697341513292;-3.94331395348837;25.7479819290294
88;6;13.8;71;0.0531697341513292;-3.94331395348837;25.74088167121
88;7;14.7;67;0.0531697341513292;-3.94331395348837;25.7338170544011
88;8;16.8;59;0.0531697341513292;-3.94331395348837;25.7267878444773
88;9;18.5;52;0.177021792543947;-6.02920999999732;25.7197938073131
88;10;19.4;47;0.292433537832323;-7.9729556780431;25.7128347087831
88;11;19.9;44;0.391539850301937;-9.64208793185771;25.7059103147617
88;12;21.1;42;0.467586798538975;-10.9228581567163;25.6990203911235
88;13;21.3;40;0.515391908694568;-11.7279839783669;25.6921647037432
88;14;22;38;0.531697341513292;-12.0025974025974;25.6853430184951
88;15;22.4;37;0.515391908694564;-11.7279839783668;25.6785551012539
88;16;22;35;0.467586798538968;-10.9228581567161;25.6718007178941
88;17;21.9;37;0.391539850301957;-9.64208793185805;25.6650796342902
88;18;20.9;38;0.292433537832311;-7.97295567804289;25.6583916163168
88;19;19.5;41;0.177021792543933;-6.02920999999709;25.6517364298484
88;20;18.2;45;0.0531697341513435;-3.94331395348861;25.6451138407596
88;21;17.3;47;0.0531697341513292;-3.94331395348837;25.6385236149249
88;22;16.1;51;0.0531697341513292;-3.94331395348837;25.6319655182188
88;23;15.6;53;0.0531697341513292;-3.94331395348837;25.6254393165159
88;24;14.8;57;0.0531697341513292;-3.94331395348837;25.6189447756907
89;1;14.7;57;0.0531697341513292;-3.94331395348837;25.6124816616177
89;2;14.2;61;0.0531697341513292;-3.94331395348837;25.6060497401716
89;3;13.8;62;0.0531697341513292;-3.94331395348837;25.5996487772269
89;4;13.2;65;0.0531697341513292;-3.94331395348837;25.593278538658
89;5;13.7;63;0.0531697341513292;-3.94331395348837;25.5869387903395
89;6;14.8;60;0.0531697341513292;-3.94331395348837;25.580629298146
89;7;16.1;55;0.0531697341513292;-3.94331395348837;25.574349827952
89;8;17.7;51;0.0531697341513292;-3.94331395348837;25.5681001456321
89;9;19;48;0.177021792543947;-6.02920999999732;25.5618800170607
89;10;20.5;42;0.292433537832323;-7.9729556780431;25.5556892081125
89;11;22.1;38;0.391539850301937;-9.64208793185771;25.549527484662
89;12;22.9;40;0.467586798538975;-10.9228581567163;25.5433946125837
89;13;24;36;0.515391908694568;-11.7279839783669;25.5372903577521
89;14;24.6;37;0.531697341513292;-12.0025974025974;25.5312144860418
89;15;25.1;35;0.515391908694564;-11.7279839783668;25.5251667633274
89;16;25.2;36;0.467586798538968;-10.9228581567161;25.5191469554833
89;17;24.9;35;0.391539850301957;-9.64208793185805;25.5131548283842
89;18;24.3;37;0.292433537832311;-7.97295567804289;25.5071901479045
89;19;22.8;39;0.177021792543933;-6.02920999999709;25.5012526799188
89;20;20.9;44;0.0531697341513435;-3.94331395348861;25.4953421903016
89;21;19.5;48;0.0531697341513292;-3.94331395348837;25.4894584449276
89;22;18.6;52;0.0531697341513292;-3.94331395348837;25.4836012096712
89;23;17.4;60;0.0531697341513292;-3.94331395348837;25.4777702504069
89;24;17.5;60;0.0531697341513292;-3.94331395348837;25.4719653330093
90;1;16.1;68;0.0531697341513292;-3.94331395348837;25.466186223353
90;2;16.2;68;0.0531697341513292;-3.94331395348837;25.4604326873125
90;3;14.8;73;0.0531697341513292;-3.94331395348837;25.4547044907623
90;4;14.6;75;0.0531697341513292;-3.94331395348837;25.449001399577
90;5;15.4;72;0.0531697341513292;-3.94331395348837;25.443323179631
90;6;17.1;67;0.0531697341513292;-3.94331395348837;25.4376695967991
90;7;19.6;60;0.0531697341513292;-3.94331395348837;25.4320404169556
90;8;22.2;49;0.0531697341513292;-3.94331395348837;25.4264354059752
90;9;23.3;44;0.177021792543947;-6.02920999999732;25.4208543297323
90;10;24.5;41;0.292433537832323;-7.9729556780431;25.4152969541015
90;11;25.7;39;0.391539850301937;-9.64208793185771;25.4097630449575
90;12;27.3;37;0.467586798538975;-10.9228581567163;25.4042523681746
90;13;27.8;40;0.515391908694568;-11.7279839783669;25.3987646896274
90;14;28.7;36;0.531697341513292;-12.0025974025974;25.3932997751905
90;15;29.1;37;0.515391908694564;-11.7279839783668;25.3878573907385
90;16;29.4;36;0.467586798538968;-10.9228581567161;25.3824373021458
90;17;29.5;38;0.391539850301957;-9.64208793185805;25.377039275287
90;18;28.4;39;0.292433537832311;-7.97295567804289;25.3716630760367
90;19;25.6;45;0.177021792543933;-6.02920999999709;25.3663084702693
90;20;23.2;53;0.0531697341513435;-3.94331395348861;25.3609752238595
90;21;20.5;70;0.0531697341513292;-3.94331395348837;25.3556631026817
90;22;21.2;63;0.0531697341513292;-3.94331395348837;25.3503718726105
90;23;20.2;64;0.0531697341513292;-3.94331395348837;25.3451012995205
90;24;18.2;75;0.0531697341513292;-3.94331395348837;25.3398511492862
91;1;17.1;80;0.0531697341513292;-3.94331395348837;25.3346211877821
91;2;17.4;76;0.0531697341513292;-3.94331395348837;25.3294111808828
91;3;15.2;91;0.0531697341513292;-3.94331395348837;25.3242208944628
91;4;14.4;96;0.0531697341513292;-3.94331395348837;25.3190500943966
91;5;15.5;97;0.0531697341513292;-3.94331395348837;25.3138985465589
91;6;18.6;76;0.0531697341513292;-3.94331395348837;25.3087660168241
91;7;20.2;70;0.0531697341513292;-3.94331395348837;25.3036522710667
91;8;22.7;54;0.0531697341513292;-3.94331395348837;25.2985570751614
91;9;24.9;49;0.177021792543947;-6.02920999999732;25.2934801949826
91;10;27;44;0.292433537832323;-7.9729556780431;25.288421396405
91;11;27.9;43;0.391539850301937;-9.64208793185771;25.283380445303
91;12;29.5;40;0.467586798538975;-10.9228581567163;25.2783571075511
91;13;30.3;36;0.515391908694568;-11.7279839783669;25.273351149024
91;14;31.2;33;0.531697341513292;-12.0025974025974;25.2683623355962
91;15;31.7;35;0.515391908694564;-11.7279839783668;25.2633904331421
91;16;32.5;33;0.467586798538968;-10.9228581567161;25.2584352075364
91;17;32.9;33;0.391539850301957;-9.64208793185805;25.2534964246536
91;18;31.6;33;0.292433537832311;-7.97295567804289;25.2485738503682
91;19;28.8;40;0.177021792543933;-6.02920999999709;25.2436672505548
91;20;25.7;47;0.0531697341513435;-3.94331395348861;25.2387763910879
91;21;23.7;43;0.0531697341513292;-3.94331395348837;25.233901037842
91;22;22.7;41;0.0531697341513292;-3.94331395348837;25.2290409566918
91;23;21.9;41;0.0531697341513292;-3.94331395348837;25.2241959135116
91;24;20.8;44;0.0531697341513292;-3.94331395348837;25.2193656741762
92;1;20.3;46;0.0531697341513292;-3.94331395348837;25.2145500045599
92;2;18.1;59;0.0531697341513292;-3.94331395348837;25.2097486705375
92;3;16.4;65;0.0531697341513292;-3.94331395348837;25.2049614379833
92;4;15.9;70;0.0531697341513292;-3.94331395348837;25.2001880727719
92;5;16.7;67;0.0531697341513292;-3.94331395348837;25.1954283407779
92;6;18.9;62;0.0531697341513292;-3.94331395348837;25.1906820078759
92;7;21;54;0.0531697341513292;-3.94331395348837;25.1859488399403
92;8;23.8;41;0.0531697341513292;-3.94331395348837;25.1812286028457
92;9;25.7;35;0.177021792543947;-6.02920999999732;25.1765210624667
92;10;27.9;33;0.292433537832323;-7.9729556780431;25.1718259846777
92;11;29;32;0.391539850301937;-9.64208793185771;25.1671431353534
92;12;30.7;30;0.467586798538975;-10.9228581567163;25.1624722803682
92;13;31.9;30;0.515391908694568;-11.7279839783669;25.1578131855968
92;14;32.1;30;0.531697341513292;-12.0025974025974;25.1531656169135
92;15;32.9;27;0.515391908694564;-11.7279839783668;25.1485293401931
92;16;32.8;26;0.467586798538968;-10.9228581567161;25.14390412131
92;17;32.5;24;0.391539850301957;-9.64208793185805;25.1392897261388
92;18;31;23;0.292433537832311;-7.97295567804289;25.134685920554
92;19;28.4;27;0.177021792543933;-6.02920999999709;25.1300924704301
92;20;26;32;0.0531697341513435;-3.94331395348861;25.1255091416418
92;21;24.1;37;0.0531697341513292;-3.94331395348837;25.1209357000635
92;22;21.9;41;0.0531697341513292;-3.94331395348837;25.1163719115697
92;23;20.1;45;0.0531697341513292;-3.94331395348837;25.1118175420351
92;24;19.3;49;0.0531697341513292;-3.94331395348837;25.1072723573341
93;1;19.1;50;0.0531697341513292;-3.94331395348837;25.1027361233413
93;2;18.5;52;0.0531697341513292;-3.94331395348837;25.0982086059313
93;3;16.9;56;0.0531697341513292;-3.94331395348837;25.0936895709785
93;4;16;60;0.0531697341513292;-3.94331395348837;25.0891787843576
93;5;17.1;55;0.0531697341513292;-3.94331395348837;25.084676011943
93;6;19.3;48;0.0531697341513292;-3.94331395348837;25.0801810196094
93;7;21.7;40;0.0531697341513292;-3.94331395348837;25.0756935732312
93;8;23.7;38;0.0531697341513292;-3.94331395348837;25.0712134386829
93;9;26.6;33;0.177021792543947;-6.02920999999732;25.0667403818392
93;10;28.1;28;0.292433537832323;-7.9729556780431;25.0622741685746
93;11;29.8;27;0.391539850301937;-9.64208793185771;25.0578145647636
93;12;30.6;27;0.467586798538975;-10.9228581567163;25.0533613362807
93;13;31.5;28;0.515391908694568;-11.7279839783669;25.0489142490005
93;14;30.9;25;0.531697341513292;-12.0025974025974;25.0444730687976
93;15;29.9;30;0.515391908694564;-11.7279839783668;25.0400375615464
93;16;29.2;30;0.467586798538968;-10.9228581567161;25.0356074931215
93;17;29.8;31;0.391539850301957;-9.64208793185805;25.0311826293975
93;18;28.5;35;0.292433537832311;-7.97295567804289;25.0267627362489
93;19;27.3;39;0.177021792543933;-6.02920999999709;25.0223475795502
93;20;26.5;42;0.0531697341513435;-3.94331395348861;25.017936925176
93;21;25;40;0.0531697341513292;-3.94331395348837;25.0135305390009
93;22;24.7;43;0.0531697341513292;-3.94331395348837;25.0091281868992
93;23;21.9;57;0.0531697341513292;-3.94331395348837;25.0047296347457
93;24;22.1;56;0.0531697341513292;-3.94331395348837;25.0003346484149
94;1;19.5;69;0.0531697341513292;-3.94331395348837;24.9959429937812
94;2;18.1;80;0.0531697341513292;-3.94331395348837;24.9915544711112
94;3;19.4;73;0.0531697341513292;-3.94331395348837;24.9871690182396
94;4;19.8;70;0.0531697341513292;-3.94331395348837;24.9827866073929
94;5;20.4;64;0.0531697341513292;-3.94331395348837;24.9784072107977
94;6;20.1;70;0.0531697341513292;-3.94331395348837;24.9740308006806
94;7;21.4;62;0.0531697341513292;-3.94331395348837;24.9696573492682
94;8;23.5;60;0.0531697341513292;-3.94331395348837;24.9652868287871
94;9;26.3;55;0.177021792543947;-6.02920999999732;24.9609192114638
94;10;28.1;53;0.292433537832323;-7.9729556780431;24.9565544695251
94;11;29.2;51;0.391539850301937;-9.64208793185771;24.9521925751975
94;12;30.3;47;0.467586798538975;-10.9228581567163;24.9478335007076
94;13;31.4;41;0.515391908694568;-11.7279839783669;24.9434772182819
94;14;32.1;42;0.531697341513292;-12.0025974025974;24.9391237001471
94;15;29.8;46;0.515391908694564;-11.7279839783668;24.9347729185297
94;16;28.1;52;0.467586798538968;-10.9228581567161;24.9304248456565
94;17;26.7;62;0.391539850301957;-9.64208793185805;24.9260794537539
94;18;25.7;67;0.292433537832311;-7.97295567804289;24.9217367150485
94;19;25.1;69;0.177021792543933;-6.02920999999709;24.917396601767
94;20;22.4;86;0.0531697341513435;-3.94331395348861;24.9130590861359
94;21;20.1;90;0.0531697341513292;-3.94331395348837;24.9087241403819
94;22;19.7;94;0.0531697341513292;-3.94331395348837;24.9043917367315
94;23;18.8;93;0.0531697341513292;-3.94331395348837;24.9000618474114
94;24;18.8;96;0.0531697341513292;-3.94331395348837;24.8957344446481
95;1;18.8;99;0.0531697341513292;-3.94331395348837;24.8914095006682
95;2;19.2;99;0.0531697341513292;-3.94331395348837;24.8870869876983
95;3;18.7;100;0.0531697341513292;-3.94331395348837;24.882766877965
95;4;18.8;100;0.0531697341513292;-3.94331395348837;24.878449143695
95;5;18.9;100;0.0531697341513292;-3.94331395348837;24.8741337571147
95;6;19.8;100;0.0531697341513292;-3.94331395348837;24.8698206904509
95;7;21.5;88;0.0531697341513292;-3.94331395348837;24.86550991593
95;8;22.8;85;0.0531697341513292;-3.94331395348837;24.8612014057788
95;9;23.8;75;0.177021792543947;-6.02920999999732;24.8568951322237
95;10;24;75;0.292433537832323;-7.9729556780431;24.8525910674915
95;11;24.4;72;0.391539850301937;-9.64208793185771;24.8482891838086
95;12;24.7;68;0.467586798538975;-10.9228581567163;24.8439894534016
95;13;25.5;62;0.515391908694568;-11.7279839783669;24.8396918484973
95;14;26.9;48;0.531697341513292;-12.0025974025974;24.8353963413221
95;15;25.1;56;0.515391908694564;-11.7279839783668;24.8311029041027
95;16;21.8;76;0.467586798538968;-10.9228581567161;24.8268115090656
95;17;20.7;88;0.391539850301957;-9.64208793185805;24.8225221284375
95;18;20;89;0.292433537832311;-7.97295567804289;24.818234734445
95;19;19.7;92;0.177021792543933;-6.02920999999709;24.8139492993145
95;20;19.5;93;0.0531697341513435;-3.94331395348861;24.8096657952729
95;21;19.2;92;0.0531697341513292;-3.94331395348837;24.8053841945465
95;22;19.1;91;0.0531697341513292;-3.94331395348837;24.8011044693621
95;23;18.5;97;0.0531697341513292;-3.94331395348837;24.7968265919463
95;24;18.6;94;0.0531697341513292;-3.94331395348837;24.7925505345255
96;1;18.6;94;0.0531697341513292;-3.94331395348837;24.7882762693265
96;2;18.6;94;0.0531697341513292;-3.94331395348837;24.7840037685758
96;3;18.5;95;0.0531697341513292;-3.94331395348837;24.7797330045
96;4;18.2;97;0.0531697341513292;-3.94331395348837;24.7754639493257
96;5;18.3;100;0.0531697341513292;-3.94331395348837;24.7711965752795
96;6;18.9;97;0.0531697341513292;-3.94331395348837;24.766930854588
96;7;20.4;86;0.0531697341513292;-3.94331395348837;24.7626667594777
96;8;21.5;74;0.0531697341513292;-3.94331395348837;24.7584042621754
96;9;23.6;69;0.177021792543947;-6.02920999999732;24.7541433349076
96;10;23;68;0.292433537832323;-7.9729556780431;24.7498839499008
96;11;23.5;65;0.391539850301937;-9.64208793185771;24.7456260793818
96;12;24.4;61;0.467586798538975;-10.9228581567163;24.7413696955769
96;13;25.1;59;0.515391908694568;-11.7279839783669;24.737114770713
96;14;25.6;55;0.531697341513292;-12.0025974025974;24.7328612770165
96;15;26.4;52;0.515391908694564;-11.7279839783668;24.7286091867141
96;16;24.1;65;0.467586798538968;-10.9228581567161;24.7243584720323
96;17;19.5;89;0.391539850301957;-9.64208793185805;24.7201091051978
96;18;19.2;87;0.292433537832311;-7.97295567804289;24.7158610584371
96;19;17.9;87;0.177021792543933;-6.02920999999709;24.7116143039769
96;20;17.6;91;0.0531697341513435;-3.94331395348861;24.7073688140437
96;21;17.5;91;0.0531697341513292;-3.94331395348837;24.7031245608641
96;22;17.2;95;0.0531697341513292;-3.94331395348837;24.6988815166648
96;23;17.8;92;0.0531697341513292;-3.94331395348837;24.6946396536723
96;24;18.2;91;0.0531697341513292;-3.94331395348837;24.6903989441132
97;1;18.3;91;0.0531697341513292;-3.94331395348837;24.6861593602141
97;2;18.3;89;0.0531697341513292;-3.94331395348837;24.6819208742016
97;3;18.5;91;0.0531697341513292;-3.94331395348837;24.6776834583024
97;4;18.2;90;0.0531697341513292;-3.94331395348837;24.6734470847429
97;5;18;89;0.0531697341513292;-3.94331395348837;24.6692117257498
97;6;19.3;84;0.0531697341513292;-3.94331395348837;24.6649773535498
97;7;20.9;76;0.0531697341513292;-3.94331395348837;24.6607439403693
97;8;21.3;74;0.0531697341513292;-3.94331395348837;24.656511458435
97;9;22.8;70;0.177021792543947;-6.02920999999732;24.6522798799734
97;10;23.2;67;0.292433537832323;-7.9729556780431;24.6480491772113
97;11;23.7;64;0.391539850301937;-9.64208793185771;24.6438193223751
97;12;25;60;0.467586798538975;-10.9228581567163;24.6395902876915
97;13;25.8;56;0.515391908694568;-11.7279839783669;24.635362045387
97;14;27;47;0.531697341513292;-12.0025974025974;24.6311345676883
97;15;27.5;49;0.515391908694564;-11.7279839783668;24.626907826822
97;16;27.5;47;0.467586798538968;-10.9228581567161;24.6226817950146
97;17;26.4;49;0.391539850301957;-9.64208793185805;24.6184564444928
97;18;25.4;52;0.292433537832311;-7.97295567804289;24.6142317474831
97;19;23.8;58;0.177021792543933;-6.02920999999709;24.6100076762121
97;20;22.6;64;0.0531697341513435;-3.94331395348861;24.6057842029064
97;21;21.1;71;0.0531697341513292;-3.94331395348837;24.6015612997927
97;22;20.3;73;0.0531697341513292;-3.94331395348837;24.5973389390975
97;23;19.8;77;0.0531697341513292;-3.94331395348837;24.5931170930475
97;24;19.2;80;0.0531697341513292;-3.94331395348837;24.5888957338691
98;1;18.9;82;0.0531697341513292;-3.94331395348837;24.5846748337891
98;2;18.7;83;0.0531697341513292;-3.94331395348837;24.5804543650339
98;3;19.4;80;0.0531697341513292;-3.94331395348837;24.5762342998303
98;4;18.7;82;0.0531697341513292;-3.94331395348837;24.5720146104047
98;5;19.1;81;0.0531697341513292;-3.94331395348837;24.5677952689839
98;6;20.2;79;0.0531697341513292;-3.94331395348837;24.5635762477943
98;7;22.3;71;0.0531697341513292;-3.94331395348837;24.5593575190626
98;8;23.8;64;0.0531697341513292;-3.94331395348837;24.5551390550154
98;9;25.1;60;0.177021792543947;-6.02920999999732;24.5509208278793
98;10;26.3;52;0.292433537832323;-7.9729556780431;24.5467028098808
98;11;27.4;50;0.391539850301937;-9.64208793185771;24.5424849732466
98;12;28.3;46;0.467586798538975;-10.9228581567163;24.5382672902033
98;13;28.4;42;0.515391908694568;-11.7279839783669;24.5340497329774
98;14;29;40;0.531697341513292;-12.0025974025974;24.5298322737956
98;15;29.2;38;0.515391908694564;-11.7279839783668;24.5256148848844
98;16;29.2;36;0.467586798538968;-10.9228581567161;24.5213975384705
98;17;28.6;37;0.391539850301957;-9.64208793185805;24.5171802067804
98;18;27.4;42;0.292433537832311;-7.97295567804289;24.5129628620407
98;19;25.4;47;0.177021792543933;-6.02920999999709;24.5087454764781
98;20;23.9;53;0.0531697341513435;-3.94331395348861;24.5045280223191
98;21;22.6;60;0.0531697341513292;-3.94331395348837;24.5003104717903
98;22;22.1;63;0.0531697341513292;-3.94331395348837;24.4960927971183
98;23;20.5;72;0.0531697341513292;-3.94331395348837;24.4918749705298
98;24;20.8;69;0.0531697341513292;-3.94331395348837;24.4876569642513
99;1;19.9;72;0.0531697341513292;-3.94331395348837;24.4834387505093
99;2;19.5;74;0.0531697341513292;-3.94331395348837;24.4792203015306
99;3;19.4;74;0.0531697341513292;-3.94331395348837;24.4750015895416
99;4;19.5;73;0.0531697341513292;-3.94331395348837;24.4707825867691
99;5;18.9;76;0.0531697341513292;-3.94331395348837;24.4665632654395
99;6;20.9;70;0.0531697341513292;-3.94331395348837;24.4623435977796
99;7;23.1;67;0.0531697341513292;-3.94331395348837;24.4581235560158
99;8;25;61;0.0531697341513292;-3.94331395348837;24.4539031123747
99;9;26.5;54;0.177021792543947;-6.02920999999732;24.4496822390831
99;10;27.9;47;0.292433537832323;-7.9729556780431;24.4454609083674
99;11;28.7;46;0.391539850301937;-9.64208793185771;24.4412390924543
99;12;29.4;44;0.467586798538975;-10.9228581567163;24.4370167635703
99;13;30.4;41;0.515391908694568;-11.7279839783669;24.4327938939421
99;14;30.4;37;0.531697341513292;-12.0025974025974;24.4285704557962
99;15;30.7;34;0.515391908694564;-11.7279839783668;24.4243464213593
99;16;30.6;36;0.467586798538968;-10.9228581567161;24.4201217628579
99;17;29.6;40;0.391539850301957;-9.64208793185805;24.4158964525186
99;18;28.6;45;0.292433537832311;-7.97295567804289;24.4116704625681
99;19;26.3;57;0.177021792543933;-6.02920999999709;24.4074437652329
99;20;24.8;62;0.0531697341513435;-3.94331395348861;24.4032163327396
99;21;24.1;65;0.0531697341513292;-3.94331395348837;24.3989881373149
99;22;22.6;70;0.0531697341513292;-3.94331395348837;24.3947591511852
99;23;21.8;74;0.0531697341513292;-3.94331395348837;24.3905293465773
99;24;21.5;73;0.0531697341513292;-3.94331395348837;24.3862986957176
100;1;20.5;76;0.0531697341513292;-3.94331395348837;24.3820671708329
100;2;20.4;75;0.0531697341513292;-3.94331395348837;24.3778347441497
100;3;19.3;80;0.0531697341513292;-3.94331395348837;24.3736013878945
100;4;18.2;84;0.0531697341513292;-3.94331395348837;24.3693670742941
100;5;18.4;84;0.0531697341513292;-3.94331395348837;24.3651317755749
100;6;19.7;75;0.0531697341513292;-3.94331395348837;24.3608954639636
100;7;21.8;63;0.0531697341513292;-3.94331395348837;24.3566581116867
100;8;23.1;59;0.0531697341513292;-3.94331395348837;24.352419690971
100;9;25;55;0.177021792543947;-6.02920999999732;24.3481801740429
100;10;25.8;50;0.292433537832323;-7.9729556780431;24.3439395331291
100;11;25.8;48;0.391539850301937;-9.64208793185771;24.3396977404561
100;12;27;45;0.467586798538975;-10.9228581567163;24.3354547682506
100;13;27.4;41;0.515391908694568;-11.7279839783669;24.3312105887391
100;14;27.7;41;0.531697341513292;-12.0025974025974;24.3269651741482
100;15;28.2;40;0.515391908694564;-11.7279839783668;24.3227184967046
100;16;28.2;43;0.467586798538968;-10.9228581567161;24.3184705286349
100;17;27.5;45;0.391539850301957;-9.64208793185805;24.3142212421655
100;18;26.2;47;0.292433537832311;-7.97295567804289;24.3099706095232
100;19;24.1;55;0.177021792543933;-6.02920999999709;24.3057186029345
100;20;22.5;61;0.0531697341513435;-3.94331395348861;24.3014651946261
100;21;21.8;63;0.0531697341513292;-3.94331395348837;24.2972103568244
100;22;20;72;0.0531697341513292;-3.94331395348837;24.2929540617562
100;23;19.4;73;0.0531697341513292;-3.94331395348837;24.2886962816479
100;24;19.5;71;0.0531697341513292;-3.94331395348837;24.2844369887263
101;1;18.9;73;0.0531697341513292;-3.94331395348837;24.2801761552178
101;2;18.3;75;0.0531697341513292;-3.94331395348837;24.2759137533492
101;3;17.6;78;0.0531697341513292;-3.94331395348837;24.2716497553469
101;4;17.2;79;0.0531697341513292;-3.94331395348837;24.2673841334376
101;5;16.7;82;0.0531697341513292;-3.94331395348837;24.2631168598479
101;6;18.3;77;0.0531697341513292;-3.94331395348837;24.2588479068043
101;7;20.8;69;0.0531697341513292;-3.94331395348837;24.2545772465336
101;8;23.4;58;0.0531697341513292;-3.94331395348837;24.2503048512622
101;9;25.2;51;0.177021792543947;-6.02920999999732;24.2460306932167
101;10;25.9;48;0.292433537832323;-7.9729556780431;24.2417547446238
101;11;26.9;45;0.391539850301937;-9.64208793185771;24.2374769777101
101;12;27.5;40;0.467586798538975;-10.9228581567163;24.2331973647021
101;13;28.4;42;0.515391908694568;-11.7279839783669;24.2289158778264
101;14;28.7;40;0.531697341513292;-12.0025974025974;24.2246324893097
101;15;29;42;0.515391908694564;-11.7279839783668;24.2203471713785
101;16;28.6;41;0.467586798538968;-10.9228581567161;24.2160598962595
101;17;27.4;44;0.391539850301957;-9.64208793185805;24.2117706361791
101;18;26.5;46;0.292433537832311;-7.97295567804289;24.2074793633641
101;19;24.6;53;0.177021792543933;-6.02920999999709;24.203186050041
101;20;23.3;59;0.0531697341513435;-3.94331395348861;24.1988906684364
101;21;21.9;65;0.0531697341513292;-3.94331395348837;24.194593190777
101;22;21.1;68;0.0531697341513292;-3.94331395348837;24.1902935892892
101;23;20.5;71;0.0531697341513292;-3.94331395348837;24.1859918361997
101;24;20.5;71;0.0531697341513292;-3.94331395348837;24.1816879037352
102;1;19;77;0.0531697341513292;-3.94331395348837;24.1773817641221
102;2;19;79;0.0531697341513292;-3.94331395348837;24.1730733895871
102;3;19;81;0.0531697341513292;-3.94331395348837;24.1687627523568
102;4;18.5;84;0.0531697341513292;-3.94331395348837;24.1644498246577
102;5;19;82;0.0531697341513292;-3.94331395348837;24.1601345787165
102;6;20.6;78;0.0531697341513292;-3.94331395348837;24.1558169867598
102;7;22.8;68;0.0531697341513292;-3.94331395348837;24.1514970210142
102;8;24.4;60;0.0531697341513292;-3.94331395348837;24.1471746537062
102;9;25.8;54;0.177021792543947;-6.02920999999732;24.1428498570625
102;10;27;51;0.292433537832323;-7.9729556780431;24.1385226033096
102;11;28.1;48;0.391539850301937;-9.64208793185771;24.1341928646742
102;12;29.2;43;0.467586798538975;-10.9228581567163;24.1298606133828
102;13;30.1;42;0.515391908694568;-11.7279839783669;24.1255258216621
102;14;30.7;38;0.531697341513292;-12.0025974025974;24.1211884617386
102;15;31.4;41;0.515391908694564;-11.7279839783668;24.1168485058389
102;16;31;41;0.467586798538968;-10.9228581567161;24.1125059261896
102;17;30.9;44;0.391539850301957;-9.64208793185805;24.1081606950174
102;18;29.7;49;0.292433537832311;-7.97295567804289;24.1038127845487
102;19;26.4;59;0.177021792543933;-6.02920999999709;24.0994621670103
102;20;24.4;67;0.0531697341513435;-3.94331395348861;24.0951088146287
102;21;21.7;82;0.0531697341513292;-3.94331395348837;24.0907526996305
102;22;21.5;82;0.0531697341513292;-3.94331395348837;24.0863937942423
102;23;19.8;91;0.0531697341513292;-3.94331395348837;24.0820320706907
102;24;22.4;73;0.0531697341513292;-3.94331395348837;24.0776675012023
103;1;21.3;75;0.0531697341513292;-3.94331395348837;24.0733000580037
103;2;19.1;88;0.0531697341513292;-3.94331395348837;24.0689297133214
103;3;18.9;87;0.0531697341513292;-3.94331395348837;24.0645564393821
103;4;18.1;90;0.0531697341513292;-3.94331395348837;24.0601802084124
103;5;18;90;0.0531697341513292;-3.94331395348837;24.0558009926389
103;6;20.7;84;0.0531697341513292;-3.94331395348837;24.0514187642881
103;7;22;76;0.0531697341513292;-3.94331395348837;24.0470334955867
103;8;23.6;71;0.0531697341513292;-3.94331395348837;24.0426451587612
103;9;23.9;70;0.177021792543947;-6.02920999999732;24.0382537260383
103;10;25.2;68;0.292433537832323;-7.9729556780431;24.0338591696445
103;11;26.5;62;0.391539850301937;-9.64208793185771;24.0294614618065
103;12;28.6;54;0.467586798538975;-10.9228581567163;24.0250605747508
103;13;29.9;52;0.515391908694568;-11.7279839783669;24.0206564807041
103;14;31.2;48;0.531697341513292;-12.0025974025974;24.0162491518928
103;15;32.4;41;0.515391908694564;-11.7279839783668;24.0118385605437
103;16;31.5;36;0.467586798538968;-10.9228581567161;24.0074246788834
103;17;31.9;37;0.391539850301957;-9.64208793185805;24.0030074791383
103;18;30.4;45;0.292433537832311;-7.97295567804289;23.9985869335351
103;19;28;43;0.177021792543933;-6.02920999999709;23.9941630143005
103;20;26.6;53;0.0531697341513435;-3.94331395348861;23.9897356936609
103;21;24.8;66;0.0531697341513292;-3.94331395348837;23.9853049438431
103;22;22.5;80;0.0531697341513292;-3.94331395348837;23.9808707370735
103;23;20.8;91;0.0531697341513292;-3.94331395348837;23.9764330455789
103;24;19.6;94;0.0531697341513292;-3.94331395348837;23.9719918415857
104;1;19.8;95;0.0531697341513292;-3.94331395348837;23.9675470973206
104;2;19.9;94;0.0531697341513292;-3.94331395348837;23.9630987850101
104;3;18.5;94;0.0531697341513292;-3.94331395348837;23.958646876881
104;4;18.2;95;0.0531697341513292;-3.94331395348837;23.9541913451597
