age_d;age_h;T;H_a;Cpm;psi_x;rho
31;24;8.6;92;0.0531697341513292;-3.94331395348837;172.84660488163
32;1;8.4;96;0.0531697341513292;-3.94331395348837;172.585387109602
32;2;8.1;95;0.0531697341513292;-3.94331395348837;172.32416921576
32;3;8.4;93;0.0531697341513292;-3.94331395348837;172.062951976876
32;4;7.6;95;0.0531697341513292;-3.94331395348837;171.801736740826
32;5;9.1;91;0.0531697341513292;-3.94331395348837;171.540524855488
32;6;10.5;88;0.0531697341513292;-3.94331395348837;171.279317668739
32;7;12.1;81;0.0531697341513292;-3.94331395348837;171.018116528456
32;8;14;73;0.0531697341513365;-3.94331395348849;170.756922782517
32;9;15.4;67;0.177021792543947;-6.02920999999732;170.495737778799
32;10;17.2;59;0.292433537832305;-7.97295567804278;170.234562865178
32;11;17.7;52;0.391539850301952;-9.64208793185796;169.973399389533
32;12;18.9;50;0.467586798538975;-10.9228581567163;169.712248699739
32;13;19.1;46;0.515391908694562;-11.7279839783668;169.451112143676
32;14;20.2;41;0.531697341513292;-12.0025974025974;169.189991069219
32;15;20.9;37;0.515391908694564;-11.7279839783668;168.928886824246
32;16;21;39;0.467586798538978;-10.9228581567163;168.667800756634
32;17;20.4;41;0.391539850301942;-9.64208793185779;168.406734214261
32;18;19.8;44;0.292433537832311;-7.97295567804289;168.145688545003
32;19;17.8;52;0.177021792543954;-6.02920999999744;167.884665096738
32;20;15.2;66;0.0531697341513292;-3.94331395348837;167.623665217343
32;21;14.2;72;0.0531697341513292;-3.94331395348837;167.362690254695
32;22;13.7;74;0.0531697341513292;-3.94331395348837;167.101741556671
32;23;13.4;76;0.0531697341513292;-3.94331395348837;166.840820471149
32;24;12.4;82;0.0531697341513292;-3.94331395348837;166.579928346006
33;1;12.2;81;0.0531697341513292;-3.94331395348837;166.319066529119
33;2;11;85;0.0531697341513292;-3.94331395348837;166.058236368365
33;3;8.9;92;0.0531697341513292;-3.94331395348837;165.797439211622
33;4;8.7;97;0.0531697341513292;-3.94331395348837;165.536676406766
33;5;9.1;99;0.0531697341513292;-3.94331395348837;165.275949301675
33;6;11.6;83;0.0531697341513292;-3.94331395348837;165.015259244226
33;7;14.5;75;0.0531697341513292;-3.94331395348837;164.754607582297
33;8;16.9;66;0.0531697341513365;-3.94331395348849;164.493995663764
33;9;19.4;56;0.177021792543947;-6.02920999999732;164.233424836505
33;10;22.6;50;0.292433537832305;-7.97295567804278;163.972896448397
33;11;24;41;0.391539850301952;-9.64208793185796;163.712411847316
33;12;24.7;40;0.467586798538975;-10.9228581567163;163.451972381141
33;13;25.3;39;0.515391908694562;-11.7279839783668;163.191579397749
33;14;25.7;36;0.531697341513292;-12.0025974025974;162.931234245017
33;15;26.1;35;0.515391908694564;-11.7279839783668;162.670938270821
33;16;25.7;32;0.467586798538978;-10.9228581567163;162.41069282304
33;17;24.5;34;0.391539850301942;-9.64208793185779;162.15049924955
33;18;22.7;37;0.292433537832311;-7.97295567804289;161.890358898228
33;19;21;42;0.177021792543954;-6.02920999999744;161.630273116953
33;20;19.5;48;0.0531697341513292;-3.94331395348837;161.3702432536
33;21;18.6;47;0.0531697341513292;-3.94331395348837;161.110270656048
33;22;17.3;60;0.0531697341513292;-3.94331395348837;160.850356672173
33;23;16.1;72;0.0531697341513292;-3.94331395348837;160.590502649852
33;24;15;78;0.0531697341513292;-3.94331395348837;160.330709936964
34;1;14.4;78;0.0531697341513292;-3.94331395348837;160.070979881384
34;2;14.5;81;0.0531697341513292;-3.94331395348837;159.811313830991
34;3;14.2;83;0.0531697341513292;-3.94331395348837;159.551713133662
34;4;14.1;83;0.0531697341513292;-3.94331395348837;159.292179137273
34;5;14.6;81;0.0531697341513292;-3.94331395348837;159.032713189702
34;6;14.8;81;0.0531697341513292;-3.94331395348837;158.773316638826
34;7;15.6;73;0.0531697341513292;-3.94331395348837;158.513990832522
34;8;17.6;56;0.0531697341513365;-3.94331395348849;158.254737118668
34;9;19;45;0.177021792543947;-6.02920999999732;157.995556845141
34;10;20.1;43;0.292433537832305;-7.97295567804278;157.736451359817
34;11;21.9;39;0.391539850301952;-9.64208793185796;157.477422010575
34;12;22.5;36;0.467586798538975;-10.9228581567163;157.218470145291
34;13;22.1;34;0.515391908694562;-11.7279839783668;156.959597111843
34;14;20.3;36;0.531697341513292;-12.0025974025974;156.700804258107
34;15;16.5;59;0.515391908694564;-11.7279839783668;156.442092931961
34;16;17.4;52;0.467586798538978;-10.9228581567163;156.183464481283
34;17;16.7;50;0.391539850301942;-9.64208793185779;155.924920253949
34;18;13.5;73;0.292433537832311;-7.97295567804289;155.666461597837
34;19;12;72;0.177021792543954;-6.02920999999744;155.408089860823
34;20;10.4;81;0.0531697341513292;-3.94331395348837;155.149806390786
34;21;9.8;91;0.0531697341513292;-3.94331395348837;154.891612535602
34;22;9.5;93;0.0531697341513292;-3.94331395348837;154.633509643148
34;23;9.2;90;0.0531697341513292;-3.94331395348837;154.375499061302
34;24;9;95;0.0531697341513292;-3.94331395348837;154.117582137941
35;1;9;96;0.0531697341513292;-3.94331395348837;153.859760220941
35;2;8.2;98;0.0531697341513292;-3.94331395348837;153.602034658182
35;3;8.3;100;0.0531697341513292;-3.94331395348837;153.344406797538
35;4;8.4;100;0.0531697341513292;-3.94331395348837;153.086877986889
35;5;8.8;100;0.0531697341513292;-3.94331395348837;152.82944957411
35;6;9;100;0.0531697341513292;-3.94331395348837;152.572122907079
35;7;9.9;100;0.0531697341513292;-3.94331395348837;152.314899333674
35;8;11.1;86;0.0531697341513365;-3.94331395348849;152.057780201772
35;9;13.2;71;0.177021792543947;-6.02920999999732;151.800766859249
35;10;13.2;50;0.292433537832305;-7.97295567804278;151.543860653983
35;11;13.2;56;0.391539850301952;-9.64208793185796;151.287062933851
35;12;13.2;71;0.467586798538975;-10.9228581567163;151.030375046731
35;13;13.9;65;0.515391908694562;-11.7279839783668;150.773798340499
35;14;12.1;77;0.531697341513292;-12.0025974025974;150.517334163033
35;15;13.1;72;0.515391908694564;-11.7279839783668;150.26098386221
35;16;12.6;70;0.467586798538978;-10.9228581567163;150.004748785907
35;17;12.3;72;0.391539850301942;-9.64208793185779;149.748630282002
35;18;11.1;77;0.292433537832311;-7.97295567804289;149.492629698371
35;19;10.7;78;0.177021792543954;-6.02920999999744;149.236748382893
35;20;10.3;81;0.0531697341513292;-3.94331395348837;148.980987683443
35;21;10.1;83;0.0531697341513292;-3.94331395348837;148.7253489479
35;22;9.5;87;0.0531697341513292;-3.94331395348837;148.46983352414
35;23;9.7;83;0.0531697341513292;-3.94331395348837;148.21444276004
35;24;9.1;86;0.0531697341513292;-3.94331395348837;147.959178003479
36;1;8.6;94;0.0531697341513292;-3.94331395348837;147.704040602333
36;2;9.5;86;0.0531697341513292;-3.94331395348837;147.449031904479
36;3;9.7;87;0.0531697341513292;-3.94331395348837;147.194153257794
36;4;10.2;83;0.0531697341513292;-3.94331395348837;146.939406010157
36;5;10.2;85;0.0531697341513292;-3.94331395348837;146.684791509443
36;6;11;81;0.0531697341513292;-3.94331395348837;146.430311103531
36;7;11.9;76;0.0531697341513292;-3.94331395348837;146.175966140296
36;8;13.8;70;0.0531697341513365;-3.94331395348849;145.921757967618
36;9;14.1;64;0.177021792543947;-6.02920999999732;145.667687933372
36;10;14.6;61;0.292433537832305;-7.97295567804278;145.413757385436
36;11;16;55;0.391539850301952;-9.64208793185796;145.159967671688
36;12;15.6;55;0.467586798538975;-10.9228581567163;144.906320140003
36;13;17;52;0.515391908694562;-11.7279839783668;144.652816138261
36;14;18;49;0.531697341513292;-12.0025974025974;144.399457014337
36;15;17.7;48;0.515391908694564;-11.7279839783668;144.146244116109
36;16;16.9;49;0.467586798538978;-10.9228581567163;143.893178791455
36;17;17.4;50;0.391539850301942;-9.64208793185779;143.640262388251
36;18;16.4;54;0.292433537832311;-7.97295567804289;143.387496254375
36;19;14.1;63;0.177021792543954;-6.02920999999744;143.134881737703
36;20;12.6;71;0.0531697341513292;-3.94331395348837;142.882420186114
36;21;11.2;78;0.0531697341513292;-3.94331395348837;142.630112947484
36;22;10.5;80;0.0531697341513292;-3.94331395348837;142.377961369691
36;23;9.8;83;0.0531697341513292;-3.94331395348837;142.125966800611
36;24;9.6;83;0.0531697341513292;-3.94331395348837;141.874130588122
37;1;9.1;85;0.0531697341513292;-3.94331395348837;141.622454080101
37;2;9;85;0.0531697341513292;-3.94331395348837;141.370938624426
37;3;8.9;83;0.0531697341513292;-3.94331395348837;141.119585568973
37;4;7.5;89;0.0531697341513292;-3.94331395348837;140.86839626162
37;5;8.4;91;0.0531697341513292;-3.94331395348837;140.617372050244
37;6;9.5;83;0.0531697341513292;-3.94331395348837;140.366514282722
37;7;11.6;75;0.0531697341513292;-3.94331395348837;140.115824306931
37;8;13.2;71;0.0531697341513365;-3.94331395348849;139.86530347075
37;9;13.9;73;0.177021792543947;-6.02920999999732;139.614953122053
37;10;16.5;59;0.292433537832305;-7.97295567804278;139.36477460872
37;11;18.1;54;0.391539850301952;-9.64208793185796;139.114769278628
37;12;20.6;44;0.467586798538975;-10.9228581567163;138.864938479652
37;13;21.5;37;0.515391908694562;-11.7279839783668;138.615283559672
37;14;21.9;43;0.531697341513292;-12.0025974025974;138.365805866563
37;15;20.9;46;0.515391908694564;-11.7279839783668;138.116506748203
37;16;21.8;45;0.467586798538978;-10.9228581567163;137.867387552469
37;17;21.7;46;0.391539850301942;-9.64208793185779;137.618449627239
37;18;20.6;44;0.292433537832311;-7.97295567804289;137.36969432039
37;19;18.9;48;0.177021792543954;-6.02920999999744;137.121122979799
37;20;17.1;51;0.0531697341513292;-3.94331395348837;136.872736953342
37;21;15;57;0.0531697341513292;-3.94331395348837;136.624537588898
37;22;14.6;60;0.0531697341513292;-3.94331395348837;136.376526234344
37;23;13.6;66;0.0531697341513292;-3.94331395348837;136.128704237556
37;24;12.8;73;0.0531697341513292;-3.94331395348837;135.881072946412
38;1;12;80;0.0531697341513292;-3.94331395348837;135.63363370879
38;2;11.7;83;0.0531697341513292;-3.94331395348837;135.386387872565
38;3;11.9;83;0.0531697341513292;-3.94331395348837;135.139336785617
38;4;11;84;0.0531697341513292;-3.94331395348837;134.892481795821
38;5;11.5;85;0.0531697341513292;-3.94331395348837;134.645824251055
38;6;12.9;82;0.0531697341513292;-3.94331395348837;134.399365499197
38;7;13.8;75;0.0531697341513292;-3.94331395348837;134.153106888122
38;8;17.3;55;0.0531697341513365;-3.94331395348849;133.90704976571
38;9;18.6;45;0.177021792543947;-6.02920999999732;133.661195479836
38;10;20.5;42;0.292433537832305;-7.97295567804278;133.415545378378
38;11;21.9;35;0.391539850301952;-9.64208793185796;133.170100809214
38;12;22;37;0.467586798538975;-10.9228581567163;132.92486312022
38;13;23;37;0.515391908694562;-11.7279839783668;132.679833659274
38;14;23.6;36;0.531697341513292;-12.0025974025974;132.435013774252
38;15;24.9;34;0.515391908694564;-11.7279839783668;132.190404813033
38;16;24.4;37;0.467586798538978;-10.9228581567163;131.946008123493
38;17;24;39;0.391539850301942;-9.64208793185779;131.701825053509
38;18;22.3;42;0.292433537832311;-7.97295567804289;131.45785695096
38;19;20.6;49;0.177021792543954;-6.02920999999744;131.214105163721
38;20;19.1;51;0.0531697341513292;-3.94331395348837;130.97057103967
38;21;18;54;0.0531697341513292;-3.94331395348837;130.727255926685
38;22;17.8;56;0.0531697341513292;-3.94331395348837;130.484161172642
38;23;16.8;61;0.0531697341513292;-3.94331395348837;130.241288125419
38;24;16.4;61;0.0531697341513292;-3.94331395348837;129.998638132893
39;1;16.3;61;0.0531697341513292;-3.94331395348837;129.756212542941
39;2;14.8;67;0.0531697341513292;-3.94331395348837;129.514012703441
39;3;14;70;0.0531697341513292;-3.94331395348837;129.272039962269
39;4;14.7;64;0.0531697341513292;-3.94331395348837;129.030295667303
39;5;13.2;76;0.0531697341513292;-3.94331395348837;128.78878116642
39;6;16.7;58;0.0531697341513292;-3.94331395348837;128.547497807497
39;7;18.9;54;0.0531697341513292;-3.94331395348837;128.306446938412
39;8;21.1;45;0.0531697341513365;-3.94331395348849;128.065629907041
39;9;22.4;42;0.177021792543947;-6.02920999999732;127.825048061262
39;10;24.6;38;0.292433537832305;-7.97295567804278;127.584702748953
39;11;25.9;33;0.391539850301952;-9.64208793185796;127.344595317989
39;12;26.7;34;0.467586798538975;-10.9228581567163;127.104727116249
39;13;27.9;35;0.515391908694562;-11.7279839783668;126.86509949161
39;14;27.9;31;0.531697341513292;-12.0025974025974;126.625713791949
39;15;28.2;32;0.515391908694564;-11.7279839783668;126.386571365142
39;16;28.1;32;0.467586798538978;-10.9228581567163;126.147673559069
39;17;27.7;35;0.391539850301942;-9.64208793185779;125.909021721604
39;18;26.7;36;0.292433537832311;-7.97295567804289;125.670617200627
39;19;24.5;38;0.177021792543954;-6.02920999999744;125.432461344013
39;20;21.9;48;0.0531697341513292;-3.94331395348837;125.194555499641
39;21;20.4;53;0.0531697341513292;-3.94331395348837;124.956901015387
39;22;18.7;56;0.0531697341513292;-3.94331395348837;124.719499239128
39;23;17.7;60;0.0531697341513292;-3.94331395348837;124.482351518742
39;24;16.8;67;0.0531697341513292;-3.94331395348837;124.245459202107
40;1;17.2;67;0.0531697341513292;-3.94331395348837;124.008823637098
40;2;16.8;71;0.0531697341513292;-3.94331395348837;123.772446171594
40;3;15.9;77;0.0531697341513292;-3.94331395348837;123.536328153472
40;4;15.5;80;0.0531697341513292;-3.94331395348837;123.300470930608
40;5;15.4;81;0.0531697341513292;-3.94331395348837;123.064875850881
40;6;15.8;78;0.0531697341513292;-3.94331395348837;122.829544262166
40;7;16.9;76;0.0531697341513292;-3.94331395348837;122.594477512343
40;8;20.3;61;0.0531697341513365;-3.94331395348849;122.359676949286
40;9;22.4;47;0.177021792543947;-6.02920999999732;122.125143920875
40;10;23.7;41;0.292433537832305;-7.97295567804278;121.890879774986
40;11;24.7;39;0.391539850301952;-9.64208793185796;121.656885859496
40;12;25.7;39;0.467586798538975;-10.9228581567163;121.423163522283
40;13;25.5;39;0.515391908694562;-11.7279839783668;121.189714111223
40;14;25.2;40;0.531697341513292;-12.0025974025974;120.956538974195
40;15;26.2;40;0.515391908694564;-11.7279839783668;120.723639459074
40;16;25.6;43;0.467586798538978;-10.9228581567163;120.491016913739
40;17;24.3;50;0.391539850301942;-9.64208793185779;120.258672686067
40;18;22.2;51;0.292433537832311;-7.97295567804289;120.026608123934
40;19;19.9;60;0.177021792543954;-6.02920999999744;119.794824575218
40;20;18.2;71;0.0531697341513292;-3.94331395348837;119.563323387797
40;21;17.6;75;0.0531697341513292;-3.94331395348837;119.332105909546
40;22;17.6;77;0.0531697341513292;-3.94331395348837;119.101173488345
40;23;17;79;0.0531697341513292;-3.94331395348837;118.870527472069
40;24;15.7;93;0.0531697341513292;-3.94331395348837;118.640169208596
41;1;15.1;97;0.0531697341513292;-3.94331395348837;118.410100045804
41;2;15.2;98;0.0531697341513292;-3.94331395348837;118.180321331569
41;3;15.2;100;0.0531697341513292;-3.94331395348837;117.950834413768
41;4;14.7;100;0.0531697341513292;-3.94331395348837;117.72164064028
41;5;14.2;100;0.0531697341513292;-3.94331395348837;117.49274135898
41;6;14.5;100;0.0531697341513292;-3.94331395348837;117.264137917747
41;7;15.6;91;0.0531697341513292;-3.94331395348837;117.035831664458
41;8;15.9;93;0.0531697341513365;-3.94331395348849;116.807823946989
41;9;17.3;81;0.177021792543947;-6.02920999999732;116.580116113218
41;10;18.5;72;0.292433537832305;-7.97295567804278;116.352709511022
41;11;16.1;89;0.391539850301952;-9.64208793185796;116.125605488278
41;12;17.2;88;0.467586798538975;-10.9228581567163;115.898805392864
41;13;18.1;78;0.515391908694562;-11.7279839783668;115.672310572657
41;14;16.3;91;0.531697341513292;-12.0025974025974;115.446122375534
41;15;16.2;95;0.515391908694564;-11.7279839783668;115.220242149372
41;16;16;90;0.467586798538978;-10.9228581567163;114.994671242048
41;17;16.2;91;0.391539850301942;-9.64208793185779;114.76941100144
41;18;16;93;0.292433537832311;-7.97295567804289;114.544462775424
41;19;15.7;94;0.177021792543954;-6.02920999999744;114.319827911879
41;20;14.5;95;0.0531697341513292;-3.94331395348837;114.095507758681
41;21;14.4;97;0.0531697341513292;-3.94331395348837;113.871503663707
41;22;14.6;100;0.0531697341513292;-3.94331395348837;113.647816974835
41;23;14.6;99;0.0531697341513292;-3.94331395348837;113.424449039942
41;24;14.3;93;0.0531697341513292;-3.94331395348837;113.201401206905
42;1;14.4;93;0.0531697341513292;-3.94331395348837;112.978674823601
42;2;14.3;96;0.0531697341513292;-3.94331395348837;112.756271237908
42;3;14;98;0.0531697341513292;-3.94331395348837;112.534191797702
42;4;13.7;99;0.0531697341513292;-3.94331395348837;112.312437850861
42;5;13.8;98;0.0531697341513292;-3.94331395348837;112.091010745262
42;6;13.7;98;0.0531697341513292;-3.94331395348837;111.869911828783
42;7;14.3;95;0.0531697341513292;-3.94331395348837;111.6491424493
42;8;15;89;0.0531697341513365;-3.94331395348849;111.428703954691
42;9;15.6;82;0.177021792543947;-6.02920999999732;111.208597692833
42;10;17.7;69;0.292433537832305;-7.97295567804278;110.988825011603
42;11;19;58;0.391539850301952;-9.64208793185796;110.769387258878
42;12;18.4;61;0.467586798538975;-10.9228581567163;110.550285782536
42;13;20.6;50;0.515391908694562;-11.7279839783668;110.331521930453
42;14;20.6;51;0.531697341513292;-12.0025974025974;110.113097050508
42;15;18.1;62;0.515391908694564;-11.7279839783668;109.895012490577
42;16;18.9;64;0.467586798538978;-10.9228581567163;109.677269598537
42;17;18.9;65;0.391539850301942;-9.64208793185779;109.459869722266
42;18;17.3;78;0.292433537832311;-7.97295567804289;109.242814209641
42;19;17.4;77;0.177021792543954;-6.02920999999744;109.026104408538
42;20;16.6;79;0.0531697341513292;-3.94331395348837;108.809741666836
42;21;16.1;88;0.0531697341513292;-3.94331395348837;108.593727332412
42;22;16.1;85;0.0531697341513292;-3.94331395348837;108.378062753142
42;23;15.1;93;0.0531697341513292;-3.94331395348837;108.162749276904
42;24;14.8;90;0.0531697341513292;-3.94331395348837;107.947788251575
43;1;14.2;91;0.0531697341513292;-3.94331395348837;107.733181025032
43;2;14.2;89;0.0531697341513292;-3.94331395348837;107.518928945153
43;3;14.1;86;0.0531697341513292;-3.94331395348837;107.305033359815
43;4;13.6;87;0.0531697341513292;-3.94331395348837;107.091495616894
43;5;13.9;78;0.0531697341513292;-3.94331395348837;106.878317064269
43;6;13.6;91;0.0531697341513292;-3.94331395348837;106.665499049816
43;7;14.2;89;0.0531697341513292;-3.94331395348837;106.453042921412
43;8;15.4;80;0.0531697341513365;-3.94331395348849;106.240950026935
43;9;17;74;0.177021792543947;-6.02920999999732;106.029221714263
43;10;15.2;88;0.292433537832305;-7.97295567804278;105.817859331271
43;11;16.9;76;0.391539850301952;-9.64208793185796;105.606864225838
43;12;17.1;64;0.467586798538975;-10.9228581567163;105.39623774584
43;13;15.5;77;0.515391908694562;-11.7279839783668;105.185981239155
43;14;15.2;85;0.531697341513292;-12.0025974025974;104.976096053661
43;15;16.2;83;0.515391908694564;-11.7279839783668;104.766583537233
43;16;15.6;83;0.467586798538978;-10.9228581567163;104.55744503775
43;17;15.2;79;0.391539850301942;-9.64208793185779;104.348681903088
43;18;14.3;82;0.292433537832311;-7.97295567804289;104.140295481126
43;19;13.6;89;0.177021792543954;-6.02920999999744;103.932287119739
43;20;12.9;92;0.0531697341513292;-3.94331395348837;103.724658166806
43;21;12.6;95;0.0531697341513292;-3.94331395348837;103.517409970203
43;22;12.2;97;0.0531697341513292;-3.94331395348837;103.310543877808
43;23;11.7;98;0.0531697341513292;-3.94331395348837;103.104061237498
43;24;11.7;99;0.0531697341513292;-3.94331395348837;102.89796339715
44;1;11.7;100;0.0531697341513292;-3.94331395348837;102.692251704641
44;2;11.8;100;0.0531697341513292;-3.94331395348837;102.486927507848
44;3;11.8;100;0.0531697341513292;-3.94331395348837;102.28199215465
44;4;11.8;100;0.0531697341513292;-3.94331395348837;102.077446992922
44;5;12.1;100;0.0531697341513292;-3.94331395348837;101.873293370543
44;6;12.5;100;0.0531697341513292;-3.94331395348837;101.669532635389
44;7;13.6;95;0.0531697341513292;-3.94331395348837;101.466166135337
44;8;15.1;83;0.0531697341513365;-3.94331395348849;101.263195218266
44;9;15.9;74;0.177021792543947;-6.02920999999732;101.060621232051
44;10;16.6;68;0.292433537832305;-7.97295567804278;100.85844552457
44;11;16.5;71;0.391539850301952;-9.64208793185796;100.656669443701
44;12;17.2;68;0.467586798538975;-10.9228581567163;100.455294337321
44;13;18;61;0.515391908694562;-11.7279839783668;100.254321553306
44;14;18;66;0.531697341513292;-12.0025974025974;100.053752439534
44;15;17.2;68;0.515391908694564;-11.7279839783668;99.853588343883
44;16;17.6;65;0.467586798538978;-10.9228581567163;99.6538306142291
44;17;18;60;0.391539850301942;-9.64208793185779;99.4544805984499
44;18;17.6;67;0.292433537832311;-7.97295567804289;99.2555396444225
44;19;16.8;70;0.177021792543954;-6.02920999999744;99.0570091000242
44;20;15.9;79;0.0531697341513292;-3.94331395348837;98.8588903131322
44;21;15.6;79;0.0531697341513292;-3.94331395348837;98.6611846316238
44;22;14.8;82;0.0531697341513292;-3.94331395348837;98.463893403376
44;23;14.3;81;0.0531697341513292;-3.94331395348837;98.2670179762662
44;24;14.2;86;0.0531697341513292;-3.94331395348837;98.0705596981715
45;1;13;91;0.0531697341513292;-3.94331395348837;97.8745199169692
45;2;12.1;96;0.0531697341513292;-3.94331395348837;97.6788996598178
45;3;13.1;91;0.0531697341513292;-3.94331395348837;97.4836986710023
45;4;13;91;0.0531697341513292;-3.94331395348837;97.2889163740887
45;5;13.1;93;0.0531697341513292;-3.94331395348837;97.0945521926431
45;6;14;88;0.0531697341513292;-3.94331395348837;96.9006055502319
45;7;15.6;77;0.0531697341513292;-3.94331395348837;96.7070758704211
45;8;16.8;71;0.0531697341513365;-3.94331395348849;96.5139625767771
45;9;17.7;65;0.177021792543947;-6.02920999999732;96.3212650928658
45;10;19.7;56;0.292433537832305;-7.97295567804278;96.1289828422537
45;11;19.7;57;0.391539850301952;-9.64208793185796;95.9371152485067
45;12;20;53;0.467586798538975;-10.9228581567163;95.7456617351912
45;13;17.7;75;0.515391908694562;-11.7279839783668;95.5546217258733
45;14;16.6;84;0.531697341513292;-12.0025974025974;95.3639946441191
45;15;16;88;0.515391908694564;-11.7279839783668;95.173779913495
45;16;16.3;87;0.467586798538978;-10.9228581567163;94.9839769575671
45;17;16.2;92;0.391539850301942;-9.64208793185779;94.7945851999014
45;18;16.1;90;0.292433537832311;-7.97295567804289;94.6056040640643
45;19;15;99;0.177021792543954;-6.02920999999744;94.4170329736219
45;20;14.8;100;0.0531697341513292;-3.94331395348837;94.2288713521404
45;21;14.7;100;0.0531697341513292;-3.94331395348837;94.041118623186
45;22;14.6;100;0.0531697341513292;-3.94331395348837;93.8537742103249
45;23;14.4;100;0.0531697341513292;-3.94331395348837;93.6668375371232
45;24;14.5;100;0.0531697341513292;-3.94331395348837;93.4803080271472
46;1;14.4;100;0.0531697341513292;-3.94331395348837;93.2941851039631
46;2;14.2;100;0.0531697341513292;-3.94331395348837;93.1084681911369
46;3;14;99;0.0531697341513292;-3.94331395348837;92.923156712235
46;4;14.1;100;0.0531697341513292;-3.94331395348837;92.7382500908235
46;5;14.2;100;0.0531697341513292;-3.94331395348837;92.5537477504685
46;6;14.6;100;0.0531697341513292;-3.94331395348837;92.3696491147364
46;7;16;86;0.0531697341513292;-3.94331395348837;92.1859536071931
46;8;16.5;79;0.0531697341513365;-3.94331395348849;92.002660651405
46;9;17.6;74;0.177021792543947;-6.02920999999732;91.8197696709383
46;10;18;71;0.292433537832305;-7.97295567804278;91.6372800893591
46;11;18.3;70;0.391539850301952;-9.64208793185796;91.4551913302335
46;12;18.8;67;0.467586798538975;-10.9228581567163;91.2735028171279
46;13;19.7;67;0.515391908694562;-11.7279839783668;91.0922139736083
46;14;20.4;63;0.531697341513292;-12.0025974025974;90.911324223241
46;15;21.5;60;0.515391908694564;-11.7279839783668;90.7308329895921
46;16;21.8;61;0.467586798538978;-10.9228581567163;90.5507396962279
46;17;20.6;64;0.391539850301942;-9.64208793185779;90.3710437667145
46;18;20.6;59;0.292433537832311;-7.97295567804289;90.191744624618
46;19;18.2;69;0.177021792543954;-6.02920999999744;90.0128416935048
46;20;17.1;77;0.0531697341513292;-3.94331395348837;89.834334396941
46;21;16.2;82;0.0531697341513292;-3.94331395348837;89.6562221584927
46;22;15.5;88;0.0531697341513292;-3.94331395348837;89.4785044017262
46;23;15.2;91;0.0531697341513292;-3.94331395348837;89.3011805502076
46;24;14.7;94;0.0531697341513292;-3.94331395348837;89.1242500275031
47;1;14.5;94;0.0531697341513292;-3.94331395348837;88.9477122571789
47;2;13.7;98;0.0531697341513292;-3.94331395348837;88.7715666628012
47;3;14.2;93;0.0531697341513292;-3.94331395348837;88.5958126679363
47;4;14.4;92;0.0531697341513292;-3.94331395348837;88.4204496961502
47;5;14.6;89;0.0531697341513292;-3.94331395348837;88.2454771710091
47;6;15.5;86;0.0531697341513292;-3.94331395348837;88.0708945160793
47;7;17.2;77;0.0531697341513292;-3.94331395348837;87.8967011549268
47;8;17.7;74;0.0531697341513365;-3.94331395348849;87.722896511118
47;9;18.5;74;0.177021792543947;-6.02920999999732;87.5494800082191
47;10;20;69;0.292433537832305;-7.97295567804278;87.376451069796
47;11;21.3;58;0.391539850301952;-9.64208793185796;87.2038091194152
47;12;22.5;57;0.467586798538975;-10.9228581567163;87.0315535806428
47;13;23;52;0.515391908694562;-11.7279839783668;86.8596838770448
47;14;23.2;52;0.531697341513292;-12.0025974025974;86.6881994321876
47;15;21.4;60;0.515391908694564;-11.7279839783668;86.5170996696373
47;16;20.3;69;0.467586798538978;-10.9228581567163;86.3463840129601
47;17;18.1;82;0.391539850301942;-9.64208793185779;86.1760518857222
47;18;16.2;89;0.292433537832311;-7.97295567804289;86.0061027114898
47;19;16.4;87;0.177021792543954;-6.02920999999744;85.8365359138291
47;20;16.2;91;0.0531697341513292;-3.94331395348837;85.6673509163061
47;21;15.8;95;0.0531697341513292;-3.94331395348837;85.4985471424873
47;22;15.9;96;0.0531697341513292;-3.94331395348837;85.3301240159386
47;23;16.2;97;0.0531697341513292;-3.94331395348837;85.1620809602264
47;24;16.2;97;0.0531697341513292;-3.94331395348837;84.9944173989167
48;1;15.9;97;0.0531697341513292;-3.94331395348837;84.8271327555758
48;2;15.7;99;0.0531697341513292;-3.94331395348837;84.6602264537699
48;3;15.7;98;0.0531697341513292;-3.94331395348837;84.4936979170652
48;4;15.5;93;0.0531697341513292;-3.94331395348837;84.3275465690278
48;5;15.5;94;0.0531697341513292;-3.94331395348837;84.1617718332239
48;6;16;91;0.0531697341513292;-3.94331395348837;83.9963731332196
48;7;18.3;73;0.0531697341513292;-3.94331395348837;83.8313498925814
48;8;19.3;72;0.0531697341513365;-3.94331395348849;83.6667015348752
48;9;19.8;69;0.177021792543947;-6.02920999999732;83.5024274836673
48;10;20.9;63;0.292433537832305;-7.97295567804278;83.3385271625238
48;11;22.5;52;0.391539850301952;-9.64208793185796;83.1749999950109
48;12;22.8;53;0.467586798538975;-10.9228581567163;83.0118454046949
48;13;23.7;51;0.515391908694562;-11.7279839783668;82.8490628151419
48;14;24.4;45;0.531697341513292;-12.0025974025974;82.6866516499181
48;15;24.3;43;0.515391908694564;-11.7279839783668;82.5246113325897
48;16;23.7;45;0.467586798538978;-10.9228581567163;82.3629412867229
48;17;23;49;0.391539850301942;-9.64208793185779;82.2016409358838
48;18;21.7;57;0.292433537832311;-7.97295567804289;82.0407097036387
48;19;20.5;64;0.177021792543954;-6.02920999999744;81.8801470135537
