age_d;age_h;pip;piv;pp;pv;sfstone;af;ctcs;pif;tf;cv;ua;ux1;up1;khx;khp;ux;up;masfls;pasfls;rM;rG;w;s;pf1;pf2;pf;v;dD;mSol;mSta;mSyn
89;7;13.809;13.809;9.8653;9.8653;0.0000;101.77;0.00031427;13.258;0.016868;0.018200;0.012509;0.0000;0.0000;0.016893;0.0039589;0.14126;0.033105;0.0000;-4.9198e-06;0.0017388;0.0011534;74.151;14.889;0.95215;8.8766;0.95215;83.456;-1507.1;1.6778;0.57352;4.0172
89;8;13.816;13.816;9.8724;9.8724;0.0000;101.90;0.00031402;13.293;0.019973;0.018200;0.012506;0.0000;0.0000;0.016882;0.0039640;0.14177;0.033290;0.0000;-4.9204e-06;0.0019280;0.0011328;74.309;14.898;0.95208;8.7632;0.95208;83.621;-1507.8;1.6801;0.57469;4.0178
89;9;16.830;16.830;10.801;10.801;0.0000;102.02;0.00031419;13.332;0.022688;0.060595;0.029088;0.0000;0.0000;0.016869;0.0039686;0.10713;0.025205;0.0000;5.1927e-07;0.0020983;0.0028918;74.444;14.916;0.95121;7.0800;0.95121;83.766;-1508.5;1.6841;0.57585;4.0201
89;10;19.669;19.669;11.697;11.697;0.0000;102.11;0.00031471;13.383;0.027369;0.10010;0.037548;0.0000;0.0000;0.016851;0.0039722;0.075158;0.017716;0.0000;5.5904e-06;0.0023147;0.0037756;74.535;14.944;0.95025;5.2159;0.95025;83.875;-1509.4;1.6889;0.57701;4.0259
89;11;22.141;22.141;12.499;12.499;0.0000;102.17;0.00031534;13.441;0.031786;0.13402;0.042360;0.0000;0.0000;0.016829;0.0039747;0.047947;0.011324;0.0000;9.9468e-06;0.0025708;0.0042642;74.585;14.978;0.94939;3.5353;0.94939;83.946;-1510.2;1.6934;0.57817;4.0344
89;12;24.039;24.039;13.116;13.116;0.0000;102.22;0.00031602;13.478;0.032049;0.16005;0.045170;0.0000;0.0000;0.016803;0.0039764;0.026997;0.0063886;0.0000;1.3288e-05;0.0027129;0.0045504;74.604;15.015;0.94879;2.3634;0.94879;83.988;-1511.2;1.6975;0.57934;4.0446
89;13;25.263;25.263;13.535;13.535;0.0000;102.24;0.00031674;13.525;0.036187;0.17642;0.046687;0.0000;0.0000;0.016775;0.0039774;0.014237;0.0033757;0.0000;1.5383e-05;0.0029189;0.0046911;74.600;15.053;0.94832;1.4507;0.94832;84.008;-1512.2;1.7013;0.58051;4.0559
89;14;25.692;25.692;13.690;13.690;0.0000;102.26;0.00031749;13.559;0.036729;0.18200;0.047217;0.0000;0.0000;0.016745;0.0039781;0.010192;0.0024214;0.0000;1.6087e-05;0.0030414;0.0047348;74.583;15.092;0.94819;1.1996;0.94819;84.016;-1513.2;1.7049;0.58168;4.0676
89;15;25.310;25.310;13.582;13.582;0.0000;102.28;0.00031826;13.592;0.038886;0.17642;0.046843;0.0000;0.0000;0.016714;0.0039788;0.015300;0.0036421;0.0000;1.5353e-05;0.0031488;0.0046832;74.566;15.132;0.94829;1.3903;0.94829;84.023;-1514.2;1.7086;0.58285;4.0792
89;16;24.128;24.128;13.206;13.206;0.0000;102.30;0.00031901;13.613;0.038481;0.16005;0.045468;0.0000;0.0000;0.016686;0.0039797;0.029058;0.0069308;0.0000;1.3229e-05;0.0031771;0.0045326;74.559;15.170;0.94870;2.1943;0.94870;84.040;-1515.3;1.7125;0.58402;4.0903
89;17;22.232;22.232;12.590;12.590;0.0000;102.34;0.00031974;13.623;0.038495;0.13402;0.042767;0.0000;0.0000;0.016659;0.0039813;0.050506;0.012070;0.0000;9.8610e-06;0.0031240;0.0042486;74.574;15.207;0.94931;3.4024;0.94931;84.079;-1516.3;1.7168;0.58519;4.1003
89;18;19.762;19.762;11.789;11.789;0.0000;102.40;0.00032041;13.624;0.036185;0.10010;0.038007;0.0000;0.0000;0.016636;0.0039837;0.078202;0.018726;0.0000;5.4742e-06;0.0030126;0.0037500;74.621;15.240;0.95013;5.0399;0.95013;84.146;-1517.3;1.7215;0.58636;4.1085
89;19;16.886;16.886;10.856;10.856;0.0000;102.49;0.00032096;13.597;0.032454;0.060595;0.029498;0.0000;0.0000;0.016617;0.0039871;0.10996;0.026384;0.0000;3.6430e-07;0.0027411;0.0028669;74.707;15.268;0.95106;6.8811;0.95106;84.250;-1518.3;1.7264;0.58754;4.1141
89;20;13.830;13.830;9.8865;9.8865;0.0000;102.61;0.00032114;13.551;0.027034;0.018200;0.012688;0.0000;0.0000;0.016603;0.0039916;0.14371;0.034550;0.0000;-5.1204e-06;0.0024292;0.0010986;74.838;15.285;0.95195;8.6756;0.95195;84.391;-1519.2;1.7304;0.58871;4.1163
89;21;13.824;13.824;9.8804;9.8804;0.0000;102.73;0.00032088;13.507;0.023375;0.018200;0.012683;0.0000;0.0000;0.016590;0.0039965;0.14288;0.034418;0.0000;-5.1207e-06;0.0022217;0.0011203;74.992;15.295;0.95201;8.8095;0.95201;84.551;-1520.1;1.7326;0.58989;4.1169
89;22;13.820;13.820;9.8764;9.8764;0.0000;102.86;0.00032063;13.477;0.020611;0.018200;0.012679;0.0000;0.0000;0.016578;0.0040015;0.14227;0.034340;0.0000;-5.1211e-06;0.0020983;0.0011331;75.149;15.304;0.95205;8.9132;0.95205;84.714;-1520.8;1.7348;0.59107;4.1174
89;23;13.814;13.814;9.8711;9.8711;0.0000;102.99;0.00032036;13.439;0.016141;0.018200;0.012675;0.0000;0.0000;0.016566;0.0040066;0.14153;0.034230;0.0000;-5.1215e-06;0.0019440;0.0011492;75.309;15.314;0.95213;9.0921;0.95213;84.880;-1521.6;1.7371;0.59224;4.1180
89;24;13.815;13.815;9.8715;9.8715;0.0000;103.13;0.00032010;13.435;0.016241;0.018200;0.012671;0.0000;0.0000;0.016554;0.0040118;0.14136;0.034259;0.0000;-5.1219e-06;0.0019577;0.0011474;75.470;15.323;0.95212;9.0832;0.95212;85.047;-1522.3;1.7394;0.59342;4.1185
90;1;13.809;13.809;9.8653;9.8653;0.0000;103.26;0.00031983;13.391;0.012076;0.018200;0.012668;0.0000;0.0000;0.016542;0.0040170;0.14054;0.034128;0.0000;-5.1223e-06;0.0017906;0.0011648;75.633;15.333;0.95219;9.2421;0.95219;85.216;-1523.0;1.7417;0.59459;4.1191
90;2;13.809;13.809;9.8658;9.8658;0.0000;103.39;0.00031957;13.388;0.012151;0.018200;0.012664;0.0000;0.0000;0.016530;0.0040222;0.14037;0.034157;0.0000;-5.1227e-06;0.0018033;0.0011631;75.797;15.342;0.95217;9.2345;0.95217;85.387;-1523.7;1.7440;0.59576;4.1197
90;3;13.803;13.803;9.8596;9.8596;0.0000;103.53;0.00031930;13.344;0.0095304;0.018200;0.012660;0.0000;0.0000;0.016518;0.0040274;0.13955;0.034026;0.0000;-5.1231e-06;0.0016493;0.0011792;75.962;15.352;0.95221;9.3184;0.95221;85.558;-1524.3;1.7463;0.59693;4.1203
90;4;13.802;13.802;9.8587;9.8587;0.0000;103.66;0.00031904;13.332;0.0087335;0.018200;0.012656;0.0000;0.0000;0.016506;0.0040327;0.13926;0.034024;0.0000;-5.1236e-06;0.0016293;0.0011809;76.128;15.362;0.95221;9.3455;0.95221;85.730;-1525.0;1.7487;0.59810;4.1209
90;5;13.806;13.806;9.8622;9.8622;0.0000;103.80;0.00031877;13.347;0.010219;0.018200;0.012652;0.0000;0.0000;0.016494;0.0040379;0.13940;0.034128;0.0000;-5.1241e-06;0.0017163;0.0011712;76.294;15.372;0.95217;9.2878;0.95217;85.902;-1525.6;1.7511;0.59927;4.1215
90;6;13.813;13.813;9.8697;9.8697;0.0000;103.93;0.00031851;13.386;0.013184;0.018200;0.012649;0.0000;0.0000;0.016481;0.0040432;0.13994;0.034329;0.0000;-5.1245e-06;0.0019154;0.0011494;76.458;15.382;0.95211;9.1817;0.95211;86.072;-1526.3;1.7534;0.60043;4.1221
90;7;13.824;13.824;9.8808;9.8808;0.0000;104.06;0.00031825;13.446;0.018223;0.018200;0.012645;0.0000;0.0000;0.016468;0.0040483;0.14081;0.034615;0.0000;-5.1248e-06;0.0022501;0.0011131;76.619;15.391;0.95201;8.9953;0.95201;86.239;-1527.0;1.7556;0.60160;4.1226
90;8;13.836;13.836;9.8923;9.8923;0.0000;104.19;0.00031799;13.508;0.026634;0.018200;0.012640;0.0000;0.0000;0.016455;0.0040532;0.14173;0.034911;0.0000;-5.1250e-06;0.0026603;0.0010687;76.775;15.400;0.95183;8.6469;0.95183;86.400;-1527.9;1.7578;0.60276;4.1232
90;9;16.893;16.893;10.864;10.864;0.0000;104.30;0.00031817;13.542;0.030992;0.060595;0.029399;0.0000;0.0000;0.016439;0.0040576;0.10786;0.026624;0.0000;4.3692e-07;0.0028582;0.0028437;76.905;15.417;0.95097;6.8901;0.95097;86.541;-1528.8;1.7617;0.60393;4.1253
90;10;19.767;19.767;11.794;11.794;0.0000;104.39;0.00031871;13.587;0.034761;0.10010;0.037946;0.0000;0.0000;0.016419;0.0040610;0.076575;0.018940;0.0000;5.6207e-06;0.0030925;0.0037349;76.991;15.445;0.95007;5.0666;0.95007;86.644;-1529.8;1.7667;0.60509;4.1308
90;11;22.258;22.258;12.616;12.616;0.0000;104.45;0.00031937;13.635;0.038246;0.13402;0.042805;0.0000;0.0000;0.016394;0.0040634;0.049902;0.012368;0.0000;1.0073e-05;0.0033474;0.0042287;77.037;15.478;0.94927;3.4224;0.94927;86.711;-1530.9;1.7714;0.60626;4.1389
90;12;24.210;24.210;13.287;13.287;0.0000;104.49;0.00032010;13.696;0.042898;0.16005;0.045640;0.0000;0.0000;0.016366;0.0040649;0.029861;0.0074164;0.0000;1.3487e-05;0.0037181;0.0044931;77.051;15.515;0.94861;2.0600;0.94861;86.748;-1532.0;1.7758;0.60743;4.1487
90;13;25.426;25.426;13.698;13.698;0.0000;104.51;0.00032088;13.729;0.041905;0.17642;0.047167;0.0000;0.0000;0.016336;0.0040658;0.017194;0.0042792;0.0000;1.5626e-05;0.0038488;0.0046429;77.043;15.553;0.94828;1.3818;0.94828;86.764;-1533.1;1.7800;0.60860;4.1594
90;14;25.873;25.873;13.871;13.871;0.0000;104.53;0.00032169;13.773;0.046830;0.18200;0.047697;0.0000;0.0000;0.016304;0.0040663;0.013789;0.0034391;0.0000;1.6344e-05;0.0040879;0.0046741;77.023;15.592;0.94806;0.92475;0.92475;86.768;-1534.3;1.7840;0.60977;4.1706
90;15;25.481;25.481;13.753;13.753;0.0000;104.54;0.00032252;13.805;0.047047;0.17642;0.047313;0.0000;0.0000;0.016273;0.0040668;0.018362;0.0045890;0.0000;1.5591e-05;0.0042046;0.0046205;77.002;15.630;0.94819;1.2070;0.94819;86.771;-1535.5;1.7881;0.61094;4.1816
90;16;24.292;24.292;13.369;13.369;0.0000;104.56;0.00032333;13.833;0.048540;0.16005;0.045919;0.0000;0.0000;0.016242;0.0040676;0.031862;0.0079797;0.0000;1.3419e-05;0.0042967;0.0044609;76.991;15.668;0.94854;1.9230;0.94854;86.783;-1536.7;1.7923;0.61212;4.1921
90;17;22.382;22.382;12.740;12.740;0.0000;104.60;0.00032411;13.855;0.047262;0.13402;0.043186;0.0000;0.0000;0.016213;0.0040690;0.052924;0.013282;0.0000;9.9746e-06;0.0043343;0.0041637;77.001;15.704;0.94915;3.2038;0.94915;86.816;-1538.0;1.7969;0.61329;4.2015
90;18;19.862;19.862;11.889;11.889;0.0000;104.66;0.00032482;13.844;0.043954;0.10010;0.038374;0.0000;0.0000;0.016188;0.0040713;0.079658;0.020034;0.0000;5.4898e-06;0.0040473;0.0036785;77.043;15.737;0.94995;4.8756;0.94995;86.879;-1539.2;1.8018;0.61447;4.2092
90;19;16.927;16.927;10.898;10.898;0.0000;104.74;0.00032539;13.782;0.034318;0.060595;0.029781;0.0000;0.0000;0.016167;0.0040746;0.10997;0.027714;0.0000;2.6727e-07;0.0033874;0.0028279;77.127;15.764;0.95095;6.9692;0.95095;86.980;-1540.3;1.8069;0.61565;4.2145
90;20;13.840;13.840;9.8967;9.8967;0.0000;104.85;0.00032554;13.721;0.025917;0.018200;0.012808;0.0000;0.0000;0.016151;0.0040790;0.14254;0.036000;0.0000;-5.3372e-06;0.0029070;0.0010603;77.258;15.781;0.95186;8.8871;0.95186;87.122;-1541.3;1.8109;0.61683;4.2166
90;21;13.828;13.828;9.8848;9.8848;0.0000;104.98;0.00032525;13.641;0.014348;0.018200;0.012804;0.0000;0.0000;0.016137;0.0040841;0.14112;0.035716;0.0000;-5.3369e-06;0.0024458;0.0011092;77.418;15.790;0.95209;9.3791;0.95209;87.287;-1542.2;1.8130;0.61801;4.2171
90;22;13.831;13.831;9.8879;9.8879;0.0000;105.12;0.00032496;13.653;0.018408;0.018200;0.012799;0.0000;0.0000;0.016123;0.0040892;0.14119;0.035810;0.0000;-5.3366e-06;0.0025597;0.0010965;77.581;15.800;0.95199;9.1895;0.95199;87.456;-1543.1;1.8152;0.61919;4.2176
90;23;13.827;13.827;9.8834;9.8834;0.0000;105.25;0.00032468;13.619;0.017028;0.018200;0.012795;0.0000;0.0000;0.016108;0.0040942;0.14052;0.035715;0.0000;-5.3365e-06;0.0024020;0.0011129;77.742;15.809;0.95200;9.2238;0.95200;87.623;-1544.0;1.8174;0.62036;4.2181
90;24;13.818;13.818;9.8746;9.8746;0.0000;105.38;0.00032440;13.558;0.010631;0.018200;0.012790;0.0000;0.0000;0.016094;0.0040994;0.13942;0.035511;0.0000;-5.3365e-06;0.0021139;0.0011433;77.906;15.818;0.95211;9.4797;0.95211;87.793;-1544.8;1.8196;0.62154;4.2187
91;1;13.813;13.813;9.8697;9.8697;0.0000;105.51;0.00032411;13.521;0.0080143;0.018200;0.012786;0.0000;0.0000;0.016081;0.0041047;0.13871;0.035406;0.0000;-5.3365e-06;0.0019709;0.0011582;78.073;15.828;0.95214;9.5727;0.95214;87.966;-1545.5;1.8219;0.62271;4.2192
91;2;13.814;13.814;9.8711;9.8711;0.0000;105.65;0.00032383;13.523;0.0098099;0.018200;0.012782;0.0000;0.0000;0.016067;0.0041099;0.13861;0.035457;0.0000;-5.3366e-06;0.0020105;0.0011535;78.240;15.838;0.95209;9.4849;0.95209;88.139;-1546.2;1.8242;0.62389;4.2198
91;3;13.805;13.805;9.8613;9.8613;0.0000;105.79;0.00032355;13.457;0.0031971;0.018200;0.012777;0.0000;0.0000;0.016053;0.0041152;0.13743;0.035231;0.0000;-5.3367e-06;0.0017468;0.0011813;78.409;15.847;0.95220;9.7469;0.95220;88.314;-1546.9;1.8266;0.62506;4.2204
91;4;13.801;13.801;9.8578;9.8578;0.0000;105.92;0.00032326;13.428;0.0012860;0.018200;0.012773;0.0000;0.0000;0.016040;0.0041206;0.13686;0.035160;0.0000;-5.3369e-06;0.0016604;0.0011901;78.581;15.857;0.95223;9.8134;0.95223;88.492;-1547.5;1.8290;0.62623;4.2210
91;5;13.806;13.806;9.8627;9.8627;0.0000;106.06;0.00032298;13.451;0.00098373;0.018200;0.012769;0.0000;0.0000;0.016026;0.0041260;0.13711;0.035300;0.0000;-5.3370e-06;0.0017830;0.0011765;78.754;15.867;0.95223;9.8510;0.95223;88.671;-1548.1;1.8314;0.62740;4.2216
91;6;13.820;13.820;9.8764;9.8764;0.0000;106.20;0.00032269;13.527;0.010478;0.018200;0.012765;0.0000;0.0000;0.016012;0.0041313;0.13822;0.035661;0.0000;-5.3370e-06;0.0021768;0.0011339;78.923;15.877;0.95204;9.4555;0.95204;88.846;-1548.8;1.8337;0.62856;4.2221
91;7;13.827;13.827;9.8834;9.8834;0.0000;106.33;0.00032242;13.563;0.014281;0.018200;0.012761;0.0000;0.0000;0.015998;0.0041365;0.13867;0.035856;0.0000;-5.3370e-06;0.0024137;0.0011080;79.087;15.886;0.95196;9.3024;0.95196;89.016;-1549.6;1.8359;0.62973;4.2226
91;8;13.838;13.838;9.8945;9.8945;0.0000;106.46;0.00032215;13.624;0.025035;0.018200;0.012756;0.0000;0.0000;0.015982;0.0041414;0.13951;0.036150;0.0000;-5.3369e-06;0.0028354;0.0010623;79.245;15.895;0.95173;8.8277;0.95173;89.179;-1550.5;1.8381;0.63090;4.2231
91;9;16.917;16.917;10.887;10.887;0.0000;106.57;0.00032232;13.687;0.031128;0.060595;0.029667;0.0000;0.0000;0.015964;0.0041458;0.10707;0.027805;0.0000;3.4613e-07;0.0032690;0.0028284;79.375;15.912;0.95088;7.0243;0.95088;89.320;-1551.5;1.8420;0.63206;4.2252
91;10;19.828;19.828;11.855;11.855;0.0000;106.66;0.00032286;13.757;0.038122;0.10010;0.038289;0.0000;0.0000;0.015942;0.0041491;0.077064;0.020056;0.0000;5.6423e-06;0.0037471;0.0037015;79.461;15.940;0.94997;5.0684;0.94997;89.423;-1552.6;1.8471;0.63322;4.2305
91;11;22.330;22.330;12.688;12.688;0.0000;106.72;0.00032354;13.798;0.040658;0.13402;0.043188;0.0000;0.0000;0.015917;0.0041515;0.051038;0.013312;0.0000;1.0191e-05;0.0039782;0.0042021;79.507;15.973;0.94923;3.4649;0.94923;89.490;-1553.8;1.8521;0.63439;4.2383
91;12;24.296;24.296;13.373;13.373;0.0000;106.75;0.00032429;13.860;0.046489;0.16005;0.046044;0.0000;0.0000;0.015888;0.0041529;0.031592;0.0082579;0.0000;1.3677e-05;0.0044184;0.0044613;79.521;16.009;0.94857;2.0426;0.94857;89.526;-1555.0;1.8567;0.63556;4.2478
91;13;25.533;25.533;13.805;13.805;0.0000;106.77;0.00032511;13.902;0.051691;0.17642;0.047580;0.0000;0.0000;0.015856;0.0041537;0.019439;0.0050925;0.0000;1.5862e-05;0.0046622;0.0046000;79.509;16.047;0.94812;1.0659;0.94812;89.538;-1556.2;1.8611;0.63673;4.2581
91;14;25.984;25.984;13.981;13.981;0.0000;106.79;0.00032596;13.948;0.056687;0.18200;0.048109;0.0000;0.0000;0.015823;0.0041542;0.021265;0.0055830;0.0000;1.6594e-05;0.0049513;0.0046258;79.486;16.085;0.94791;0.60151;0.60151;89.539;-1557.5;1.8655;0.63790;4.2687
91;15;25.593;25.593;13.865;13.865;0.0000;106.80;0.00032683;13.984;0.056411;0.17642;0.047717;0.0000;0.0000;0.015790;0.0041546;0.021233;0.0055870;0.0000;1.5823e-05;0.0051249;0.0045652;79.462;16.123;0.94805;0.91079;0.91079;89.539;-1558.8;1.8699;0.63907;4.2793
91;16;24.412;24.412;13.489;13.489;0.0000;106.81;0.00032770;14.027;0.060596;0.16005;0.046306;0.0000;0.0000;0.015757;0.0041552;0.033976;0.0089597;0.0000;1.3602e-05;0.0054074;0.0043834;79.444;16.161;0.94832;1.5030;0.94832;89.544;-1560.1;1.8744;0.64025;4.2893
91;17;22.493;22.493;12.851;12.851;0.0000;106.84;0.00032855;14.060;0.061859;0.13402;0.043544;0.0000;0.0000;0.015726;0.0041562;0.054553;0.014418;0.0000;1.0081e-05;0.0055602;0.0040708;79.444;16.196;0.94885;2.6635;0.94885;89.567;-1561.5;1.8793;0.64142;4.2981
91;18;19.939;19.939;11.966;11.966;0.0000;106.89;0.00032931;14.044;0.057874;0.10010;0.038689;0.0000;0.0000;0.015698;0.0041581;0.080395;0.021294;0.0000;5.4980e-06;0.0051252;0.0035967;79.475;16.228;0.94963;4.3632;0.94963;89.618;-1562.8;1.8844;0.64260;4.3053
91;19;16.974;16.974;10.945;10.945;0.0000;106.96;0.00032991;13.982;0.044872;0.060595;0.030022;0.0000;0.0000;0.015675;0.0041611;0.10976;0.029137;0.0000;1.6315e-07;0.0042892;0.0027571;79.549;16.255;0.95065;6.6278;0.95065;89.708;-1564.1;1.8896;0.64378;4.3102
91;20;13.851;13.851;9.9078;9.9078;0.0000;107.07;0.00033008;13.901;0.033799;0.018200;0.012911;0.0000;0.0000;0.015655;0.0041652;0.14100;0.037513;0.0000;-5.5602e-06;0.0035189;0.0010057;79.672;16.271;0.95157;8.6540;0.95157;89.842;-1565.2;1.8935;0.64496;4.3121
91;21;13.842;13.842;9.8989;9.8989;0.0000;107.19;0.00032982;13.840;0.032851;0.018200;0.012906;0.0000;0.0000;0.015638;0.0041698;0.13988;0.037299;0.0000;-5.5600e-06;0.0030966;0.0010504;79.819;16.280;0.95155;8.6400;0.95155;89.994;-1566.3;1.8955;0.64614;4.3126
91;22;13.838;13.838;9.8945;9.8945;0.0000;107.31;0.00032958;13.807;0.032339;0.018200;0.012901;0.0000;0.0000;0.015620;0.0041744;0.13920;0.037201;0.0000;-5.5602e-06;0.0029057;0.0010703;79.966;16.289;0.95154;8.6317;0.95154;90.147;-1567.2;1.8976;0.64731;4.3130
91;23;13.834;13.834;9.8910;9.8910;0.0000;107.42;0.00032934;13.779;0.031067;0.018200;0.012895;0.0000;0.0000;0.015602;0.0041790;0.13861;0.037126;0.0000;-5.5606e-06;0.0027617;0.0010852;80.113;16.298;0.95155;8.6675;0.95155;90.299;-1568.2;1.8997;0.64849;4.3135
91;24;13.829;13.829;9.8861;9.8861;0.0000;107.54;0.00032911;13.743;0.027885;0.018200;0.012891;0.0000;0.0000;0.015585;0.0041836;0.13790;0.037017;0.0000;-5.5611e-06;0.0025749;0.0011046;80.261;16.307;0.95160;8.7920;0.95160;90.453;-1569.0;1.9019;0.64966;4.3140
92;1;13.827;13.827;9.8839;9.8839;0.0000;107.66;0.00032888;13.724;0.026225;0.018200;0.012886;0.0000;0.0000;0.015567;0.0041883;0.13744;0.036978;0.0000;-5.5617e-06;0.0024950;0.0011127;80.411;16.316;0.95162;8.8559;0.95162;90.608;-1569.9;1.9041;0.65084;4.3145
92;2;13.817;13.817;9.8742;9.8742;0.0000;107.79;0.00032864;13.658;0.017763;0.018200;0.012881;0.0000;0.0000;0.015550;0.0041931;0.13626;0.036743;0.0000;-5.5622e-06;0.0021677;0.0011473;80.565;16.326;0.95177;9.2183;0.95177;90.768;-1570.7;1.9063;0.65201;4.3150
92;3;13.810;13.810;9.8667;9.8667;0.0000;107.91;0.00032840;13.606;0.013888;0.018200;0.012876;0.0000;0.0000;0.015533;0.0041980;0.13530;0.036567;0.0000;-5.5629e-06;0.0019448;0.0011707;80.723;16.335;0.95183;9.3622;0.95183;90.933;-1571.4;1.9087;0.65317;4.3156
92;4;13.808;13.808;9.8644;9.8644;0.0000;108.04;0.00032816;13.586;0.011592;0.018200;0.012872;0.0000;0.0000;0.015516;0.0042030;0.13485;0.036528;0.0000;-5.5635e-06;0.0018845;0.0011766;80.884;16.345;0.95186;9.4588;0.95186;91.100;-1572.1;1.9111;0.65434;4.3162
92;5;13.811;13.811;9.8680;9.8680;0.0000;108.17;0.00032791;13.602;0.013315;0.018200;0.012867;0.0000;0.0000;0.015500;0.0042081;0.13495;0.036639;0.0000;-5.5642e-06;0.0019849;0.0011654;81.045;16.355;0.95182;9.3870;0.95182;91.267;-1572.8;1.9134;0.65551;4.3167
92;6;13.821;13.821;9.8777;9.8777;0.0000;108.30;0.00032767;13.656;0.017207;0.018200;0.012863;0.0000;0.0000;0.015483;0.0042130;0.13564;0.036910;0.0000;-5.5647e-06;0.0022873;0.0011325;81.204;16.364;0.95175;9.2428;0.95175;91.431;-1573.5;1.9158;0.65667;4.3173
92;7;13.830;13.830;9.8870;9.8870;0.0000;108.42;0.00032742;13.707;0.023263;0.018200;0.012858;0.0000;0.0000;0.015465;0.0042178;0.13628;0.037169;0.0000;-5.5651e-06;0.0026189;0.0010965;81.359;16.374;0.95162;8.9855;0.95162;91.592;-1574.3;1.9180;0.65783;4.3178
92;8;13.843;13.843;9.8994;9.8994;0.0000;108.54;0.00032719;13.778;0.034546;0.018200;0.012853;0.0000;0.0000;0.015447;0.0042224;0.13721;0.037509;0.0000;-5.5655e-06;0.0031362;0.0010405;81.506;16.383;0.95139;8.4811;0.95139;91.746;-1575.3;1.9201;0.65899;4.3183
92;9;16.928;16.928;10.899;10.899;0.0000;108.64;0.00032739;13.835;0.042017;0.060595;0.029891;0.0000;0.0000;0.015426;0.0042264;0.10574;0.028971;0.0000;2.2779e-07;0.0035466;0.0028227;81.626;16.400;0.95056;6.6098;0.95056;91.876;-1576.3;1.9241;0.66015;4.3203
92;10;19.849;19.849;11.876;11.876;0.0000;108.72;0.00032798;13.909;0.048525;0.10010;0.038576;0.0000;0.0000;0.015402;0.0042295;0.076798;0.021090;0.0000;5.6254e-06;0.0040913;0.0036954;81.701;16.427;0.94971;4.6826;0.94971;91.968;-1577.4;1.9293;0.66131;4.3255
92;11;22.366;22.366;12.724;12.724;0.0000;108.77;0.00032870;13.957;0.052133;0.13402;0.043509;0.0000;0.0000;0.015374;0.0042315;0.051748;0.014243;0.0000;1.0260e-05;0.0043995;0.0041914;81.738;16.460;0.94898;3.0323;0.94898;92.026;-1578.6;1.9344;0.66248;4.3331
92;12;24.342;24.342;13.419;13.419;0.0000;108.80;0.00032950;14.024;0.058582;0.16005;0.046382;0.0000;0.0000;0.015343;0.0042327;0.033029;0.0091119;0.0000;1.3811e-05;0.0049174;0.0044441;81.742;16.496;0.94834;1.5778;0.94834;92.052;-1579.9;1.9393;0.66364;4.3422
92;13;25.601;25.601;13.873;13.873;0.0000;108.82;0.00033037;14.079;0.062306;0.17642;0.047925;0.0000;0.0000;0.015309;0.0042332;0.025531;0.0070596;0.0000;1.6035e-05;0.0053232;0.0045662;81.723;16.534;0.94795;0.68320;0.68320;92.057;-1581.2;1.9439;0.66481;4.3522
92;14;26.024;26.024;14.021;14.021;0.0000;108.83;0.00033125;14.107;0.062945;0.18200;0.048454;0.0000;0.0000;0.015275;0.0042336;0.025761;0.0071399;0.0000;1.6781e-05;0.0054045;0.0046143;81.699;16.572;0.94784;0.41752;0.41752;92.057;-1582.5;1.9485;0.66597;4.3626
92;15;25.644;25.644;13.916;13.916;0.0000;108.84;0.00033213;14.151;0.068410;0.17642;0.048056;0.0000;0.0000;0.015241;0.0042341;0.030225;0.0083964;0.0000;1.5995e-05;0.0057023;0.0045396;81.675;16.610;0.94785;0.44004;0.44004;92.057;-1583.8;1.9531;0.66714;4.3728
92;16;24.424;24.424;13.501;13.501;0.0000;108.85;0.00033304;14.171;0.068991;0.16005;0.046630;0.0000;0.0000;0.015208;0.0042345;0.034982;0.0097406;0.0000;1.3730e-05;0.0056786;0.0043892;81.653;16.647;0.94817;1.1865;0.94817;92.057;-1585.2;1.9579;0.66831;4.3826
92;17;22.480;22.480;12.838;12.838;0.0000;108.87;0.00033391;14.185;0.069782;0.13402;0.043847;0.0000;0.0000;0.015175;0.0042353;0.054549;0.015224;0.0000;1.0140e-05;0.0055821;0.0041009;81.647;16.683;0.94867;2.3479;0.94867;92.073;-1586.6;1.9629;0.66948;4.3913
92;18;19.925;19.925;11.952;11.952;0.0000;108.92;0.00033471;14.164;0.065470;0.10010;0.038956;0.0000;0.0000;0.015146;0.0042370;0.079387;0.022208;0.0000;5.4690e-06;0.0050796;0.0036302;81.670;16.715;0.94941;4.0582;0.94941;92.117;-1587.9;1.9682;0.67065;4.3985
92;19;16.968;16.968;10.939;10.939;0.0000;108.98;0.00033534;14.107;0.054314;0.060595;0.030228;0.0000;0.0000;0.015120;0.0042397;0.10777;0.030219;0.0000;3.1989e-08;0.0043058;0.0027774;81.735;16.742;0.95036;6.2393;0.95036;92.199;-1589.1;1.9735;0.67183;4.4034
92;20;13.852;13.852;9.9091;9.9091;0.0000;109.08;0.00033555;14.046;0.044740;0.018200;0.012999;0.0000;0.0000;0.015098;0.0042434;0.13817;0.038832;0.0000;-5.8000e-06;0.0036947;0.00099630;81.847;16.759;0.95120;8.2031;0.95120;92.321;-1590.3;1.9774;0.67300;4.4053
