age_d;age_h;pip;piv;pp;pv;sfstone;af;ctcs;pif;tf;cv;ua;ux1;up1;khx;khp;ux;up;masfls;pasfls;rM;rG;w;s;pf1;pf2;pf;v;dD;mSol;mSta;mSyn
38;24;13.810;13.810;9.8667;9.8667;0.0000;10.239;0.00027578;12.339;0.0075822;0.018200;0.0016064;0.0000;0.0000;0.0030149;0.00039832;0.022411;0.0029609;0.0000;-4.0563e-07;8.9440e-05;0.00016249;2.2915;0.75127;0.96209;6.4665;0.96209;2.7610;-492.99;0.045500;0.0033981;0.26769
39;1;13.810;13.810;9.8662;9.8662;0.0000;10.283;0.00027608;12.344;0.0075619;0.018200;0.0016083;0.0000;0.0000;0.0030279;0.00040004;0.022523;0.0029757;0.0000;-4.0808e-07;8.9028e-05;0.00016274;2.3095;0.75262;0.96210;6.4860;0.96210;2.7799;-493.67;0.045908;0.0034178;0.26784
39;2;13.803;13.803;9.8596;9.8596;0.0000;10.330;0.00027627;12.314;0.0059296;0.018200;0.0016103;0.0000;0.0000;0.0030414;0.00040184;0.022529;0.0029766;0.0000;-4.1036e-07;8.1003e-05;0.00016381;2.3284;0.75398;0.96321;6.9391;0.96321;2.7996;-494.32;0.046316;0.0034377;0.26798
39;3;13.799;13.799;9.8560;9.8560;0.0000;10.379;0.00027632;12.297;0.0051826;0.018200;0.0016123;0.0000;0.0000;0.0030558;0.00040375;0.022582;0.0029836;0.0000;-4.1241e-07;7.7088e-05;0.00016444;2.3485;0.75535;0.96369;7.1448;0.96369;2.8206;-494.92;0.046724;0.0034579;0.26813
39;4;13.802;13.802;9.8591;9.8591;0.0000;10.427;0.00027638;12.314;0.0064787;0.018200;0.0016142;0.0000;0.0000;0.0030700;0.00040563;0.022743;0.0030050;0.0000;-4.1448e-07;8.0777e-05;0.00016425;2.3685;0.75672;0.96277;6.7953;0.96277;2.8415;-495.52;0.047131;0.0034782;0.26828
39;5;13.796;13.796;9.8525;9.8525;0.0000;10.477;0.00027635;12.279;0.0039889;0.018200;0.0016162;0.0000;0.0000;0.0030847;0.00040758;0.022739;0.0030044;0.0000;-4.1641e-07;7.3495e-05;0.00016525;2.3892;0.75809;0.96444;7.4811;0.96444;2.8630;-496.10;0.047539;0.0034988;0.26843
39;6;13.811;13.811;9.8680;9.8680;0.0000;10.525;0.00027640;12.361;0.0084349;0.018200;0.0016182;0.0000;0.0000;0.0030989;0.00040946;0.023105;0.0030529;0.0000;-4.1844e-07;9.2174e-05;0.00016345;2.4092;0.75946;0.96145;6.2995;0.96145;2.8839;-496.72;0.047944;0.0035196;0.26858
39;7;13.821;13.821;9.8777;9.8777;0.0000;10.567;0.00027675;12.420;0.010371;0.018200;0.0016201;0.0000;0.0000;0.0031111;0.00041108;0.023384;0.0030898;0.0000;-4.2095e-07;0.00010634;0.00016214;2.4263;0.76082;0.96021;5.8175;0.96021;2.9018;-497.46;0.048347;0.0035407;0.26873
39;8;13.831;13.831;9.8874;9.8874;0.0000;10.603;0.00027736;12.485;0.013923;0.018200;0.0016220;0.0000;0.0000;0.0031217;0.00041249;0.023675;0.0031283;0.0000;-4.2384e-07;0.00012269;0.00016060;2.4410;0.76216;0.95787;4.8872;0.95787;2.9174;-498.30;0.048746;0.0035620;0.26887
39;9;16.880;16.880;10.851;10.851;0.0000;10.628;0.00027894;12.554;0.015708;0.060595;0.0037816;0.0000;0.0000;0.0031290;0.00041346;0.017436;0.0023040;0.0000;1.3907e-07;0.00013379;0.00039085;2.4497;0.76457;0.95256;2.7542;0.95256;2.9276;-499.20;0.049200;0.0035835;0.26941
39;10;19.769;19.769;11.796;11.796;0.0000;10.637;0.00028030;12.639;0.018787;0.10010;0.0048979;0.0000;0.0000;0.0031315;0.00041379;0.013905;0.0018374;0.0000;6.6539e-07;0.00015484;0.00050826;2.4498;0.76836;0.94627;0.22553;0.22553;2.9300;-500.18;0.049440;0.0036052;0.27074
39;11;22.265;22.265;12.623;12.623;0.0000;10.633;0.00028079;12.681;0.021665;0.13402;0.0055477;0.0000;0.0000;0.0031303;0.00041364;0.0095133;0.0012571;0.0000;1.1185e-06;0.00016931;0.00057637;2.4435;0.77289;0.94048;0.0000;0.0000;2.9266;-501.23;0.049399;0.0036270;0.27267
39;12;24.187;24.187;13.264;13.264;0.0000;10.615;0.00028092;12.703;0.022156;0.16005;0.0059413;0.0000;0.0000;0.0031250;0.00041295;0.0055632;0.00073514;0.0000;1.4645e-06;0.00017938;0.00061750;2.4306;0.77787;0.93713;0.0000;0.0000;2.9168;-502.33;0.049161;0.0036487;0.27498
39;13;25.430;25.430;13.702;13.702;0.0000;10.588;0.00028095;12.732;0.023103;0.17642;0.0061684;0.0000;0.0000;0.0031170;0.00041190;0.0031292;0.00041351;0.0000;1.6790e-06;0.00019504;0.00064019;2.4134;0.78312;0.93457;0.0000;0.0000;2.9028;-503.47;0.048818;0.0036703;0.27751
39;14;25.838;25.838;13.835;13.835;0.0000;10.555;0.00028117;12.738;0.024410;0.18200;0.0062671;0.0000;0.0000;0.0031071;0.00041060;0.0022836;0.00030178;0.0000;1.7474e-06;0.00019638;0.00065062;2.3932;0.78849;0.93293;0.0000;0.0000;2.8860;-504.63;0.048449;0.0036916;0.28012
39;15;25.443;25.443;13.715;13.715;0.0000;10.520;0.00028169;12.758;0.024301;0.17642;0.0062460;0.0000;0.0000;0.0030969;0.00040925;0.0031884;0.00042135;0.0000;1.6664e-06;0.00020158;0.00064779;2.3724;0.79390;0.93365;0.0000;0.0000;2.8686;-505.80;0.048117;0.0037127;0.28271
39;16;24.241;24.241;13.318;13.318;0.0000;10.490;0.00028254;12.776;0.024062;0.16005;0.0060899;0.0000;0.0000;0.0030879;0.00040808;0.0057238;0.00075642;0.0000;1.4433e-06;0.00020163;0.00063104;2.3538;0.79924;0.93574;0.0000;0.0000;2.8533;-506.97;0.047883;0.0037336;0.28517
39;17;22.323;22.323;12.681;12.681;0.0000;10.470;0.00028375;12.797;0.022441;0.13402;0.0057529;0.0000;0.0000;0.0030820;0.00040730;0.0097244;0.0012851;0.0000;1.0943e-06;0.00019778;0.00059531;2.3398;0.80435;0.94000;0.0000;0.0000;2.8425;-508.13;0.047802;0.0037545;0.28738
39;18;19.820;19.820;11.847;11.847;0.0000;10.464;0.00028540;12.815;0.020936;0.10010;0.0051329;0.0000;0.0000;0.0030802;0.00040707;0.014914;0.0019711;0.0000;6.4246e-07;0.00018657;0.00053003;2.3325;0.80906;0.94505;0.0000;0.0000;2.8382;-509.27;0.047931;0.0037754;0.28922
39;19;16.911;16.911;10.881;10.881;0.0000;10.470;0.00028785;12.823;0.018086;0.060595;0.0039973;0.0000;0.0000;0.0030817;0.00040729;0.018005;0.0023796;0.0000;1.1584e-07;0.00016279;0.00041086;2.3310;0.81302;0.95154;2.3223;0.95154;2.8391;-510.33;0.048310;0.0037964;0.29049
39;20;13.834;13.834;9.8910;9.8910;0.0000;10.495;0.00028991;12.812;0.013265;0.018200;0.0017233;0.0000;0.0000;0.0030892;0.00040828;0.024433;0.0032291;0.0000;-4.4940e-07;0.00013820;0.00016978;2.3397;0.81556;0.95925;5.3813;0.95925;2.8494;-511.30;0.048838;0.0038177;0.29101
39;21;13.828;13.828;9.8843;9.8843;0.0000;10.534;0.00029054;12.791;0.011112;0.018200;0.0017253;0.0000;0.0000;0.0031005;0.00040978;0.024453;0.0032319;0.0000;-4.5256e-07;0.00012573;0.00017133;2.3554;0.81699;0.96075;5.9870;0.96075;2.8660;-512.18;0.049272;0.0038392;0.29115
39;22;13.820;13.820;9.8768;9.8768;0.0000;10.577;0.00029094;12.760;0.0095493;0.018200;0.0017273;0.0000;0.0000;0.0031131;0.00041145;0.024451;0.0032317;0.0000;-4.5536e-07;0.00011294;0.00017292;2.3729;0.81842;0.96178;6.4110;0.96178;2.8844;-513.00;0.049707;0.0038610;0.29130
39;23;13.816;13.816;9.8724;9.8724;0.0000;10.623;0.00029117;12.741;0.0082599;0.018200;0.0017293;0.0000;0.0000;0.0031265;0.00041324;0.024496;0.0032377;0.0000;-4.5789e-07;0.00010610;0.00017386;2.3919;0.81987;0.96264;6.7674;0.96264;2.9043;-513.75;0.050144;0.0038831;0.29144
39;24;13.812;13.812;9.8684;9.8684;0.0000;10.672;0.00029121;12.720;0.0065111;0.018200;0.0017313;0.0000;0.0000;0.0031410;0.00041516;0.024540;0.0032436;0.0000;-4.6011e-07;0.00010032;0.00017470;2.4124;0.82132;0.96380;7.2480;0.96380;2.9258;-514.47;0.050581;0.0039054;0.29160
40;1;13.814;13.814;9.8702;9.8702;0.0000;10.723;0.00029114;12.728;0.0066652;0.018200;0.0017334;0.0000;0.0000;0.0031561;0.00041716;0.024683;0.0032626;0.0000;-4.6215e-07;0.00010311;0.00017462;2.4339;0.82277;0.96369;7.2204;0.96369;2.9481;-515.18;0.051018;0.0039280;0.29175
40;2;13.812;13.812;9.8684;9.8684;0.0000;10.776;0.00029100;12.715;0.0057457;0.018200;0.0017354;0.0000;0.0000;0.0031714;0.00041920;0.024761;0.0032728;0.0000;-4.6408e-07;0.00010068;0.00017510;2.4558;0.82423;0.96427;7.4715;0.96427;2.9710;-515.89;0.051455;0.0039508;0.29190
40;3;13.808;13.808;9.8644;9.8644;0.0000;10.831;0.00029072;12.687;0.0043495;0.018200;0.0017374;0.0000;0.0000;0.0031876;0.00042133;0.024793;0.0032772;0.0000;-4.6577e-07;9.5196e-05;0.00017590;2.4790;0.82569;0.96513;7.8370;0.96513;2.9951;-516.57;0.051891;0.0039738;0.29206
40;4;13.806;13.806;9.8627;9.8627;0.0000;10.888;0.00029033;12.667;0.0037081;0.018200;0.0017395;0.0000;0.0000;0.0032043;0.00042356;0.024861;0.0032863;0.0000;-4.6725e-07;9.2948e-05;0.00017636;2.5033;0.82716;0.96547;7.9997;0.96547;3.0202;-517.23;0.052327;0.0039972;0.29222
40;5;13.806;13.806;9.8622;9.8622;0.0000;10.946;0.00028988;12.654;0.0035129;0.018200;0.0017415;0.0000;0.0000;0.0032214;0.00042583;0.024951;0.0032982;0.0000;-4.6864e-07;9.2518e-05;0.00017663;2.5280;0.82863;0.96553;8.0443;0.96553;3.0459;-517.87;0.052763;0.0040207;0.29238
40;6;13.807;13.807;9.8640;9.8640;0.0000;11.004;0.00028945;12.654;0.0041780;0.018200;0.0017436;0.0000;0.0000;0.0032384;0.00042808;0.025082;0.0033156;0.0000;-4.7005e-07;9.5093e-05;0.00017657;2.5526;0.83010;0.96504;7.8660;0.96504;3.0715;-518.52;0.053198;0.0040446;0.29254
40;7;13.812;13.812;9.8689;9.8689;0.0000;11.061;0.00028907;12.671;0.0048451;0.018200;0.0017456;0.0000;0.0000;0.0032550;0.00043028;0.025269;0.0033403;0.0000;-4.7152e-07;0.00010223;0.00017602;2.5768;0.83157;0.96460;7.7070;0.96460;3.0965;-519.20;0.053632;0.0040687;0.29270
40;8;13.827;13.827;9.8839;9.8839;0.0000;11.112;0.00028893;12.749;0.0094595;0.018200;0.0017476;0.0000;0.0000;0.0032701;0.00043229;0.025651;0.0033910;0.0000;-4.7336e-07;0.00012738;0.00017354;2.5988;0.83303;0.96172;6.5438;0.96172;3.1194;-519.98;0.054063;0.0040930;0.29286
40;9;16.880;16.880;10.851;10.851;0.0000;11.148;0.00029000;12.826;0.014376;0.060595;0.0040742;0.0000;0.0000;0.0032807;0.00043369;0.019167;0.0025337;0.0000;1.1791e-07;0.00014622;0.00042087;2.6126;0.83563;0.95454;3.6082;0.95454;3.1348;-520.86;0.054551;0.0041176;0.29344
40;10;19.747;19.747;11.774;11.774;0.0000;11.164;0.00029106;12.883;0.017111;0.10010;0.0052765;0.0000;0.0000;0.0032851;0.00043429;0.013015;0.0017205;0.0000;6.7110e-07;0.00015972;0.00054830;2.6155;0.83971;0.94866;1.1919;0.94866;3.1403;-521.83;0.054810;0.0041424;0.29487
40;11;22.226;22.226;12.584;12.584;0.0000;11.167;0.00029119;12.911;0.018597;0.13402;0.0059760;0.0000;0.0000;0.0032861;0.00043442;0.010742;0.0014201;0.0000;1.1483e-06;0.00017130;0.00062206;2.6121;0.84460;0.94398;0.0000;0.0000;3.1400;-522.83;0.054765;0.0041673;0.29695
40;12;24.148;24.148;13.225;13.225;0.0000;11.160;0.00029079;12.925;0.019526;0.16005;0.0063995;0.0000;0.0000;0.0032838;0.00043413;0.0065751;0.00086925;0.0000;1.5146e-06;0.00018382;0.00066612;2.6033;0.84997;0.94044;0.0000;0.0000;3.1346;-523.88;0.054506;0.0041921;0.29945
40;13;25.327;25.327;13.599;13.599;0.0000;11.144;0.00029023;12.906;0.019262;0.17642;0.0066436;0.0000;0.0000;0.0032790;0.00043351;0.0038639;0.00051083;0.0000;1.7436e-06;0.00018268;0.00069242;2.5904;0.85564;0.93868;0.0000;0.0000;3.1251;-524.95;0.054130;0.0042167;0.30218
40;14;25.719;25.719;13.716;13.716;0.0000;11.124;0.00028966;12.885;0.018586;0.18200;0.0067493;0.0000;0.0000;0.0032733;0.00043276;0.0028879;0.00038181;0.0000;1.8202e-06;0.00018042;0.00070400;2.5758;0.86145;0.93841;0.0000;0.0000;3.1142;-526.01;0.053719;0.0042411;0.30502
40;15;25.357;25.357;13.629;13.629;0.0000;11.105;0.00028932;12.901;0.019494;0.17642;0.0067261;0.0000;0.0000;0.0032675;0.00043200;0.0038312;0.00050653;0.0000;1.7398e-06;0.00019368;0.00070008;2.5611;0.86731;0.93848;0.0000;0.0000;3.1032;-527.08;0.053350;0.0042652;0.30783
40;16;24.144;24.144;13.221;13.221;0.0000;11.090;0.00028929;12.885;0.017893;0.16005;0.0065575;0.0000;0.0000;0.0032631;0.00043143;0.0064038;0.00084668;0.0000;1.5089e-06;0.00018760;0.00068265;2.5487;0.87307;0.94138;0.0000;0.0000;3.0944;-528.16;0.053087;0.0042892;0.31049
40;17;22.213;22.213;12.571;12.571;0.0000;11.089;0.00028946;12.858;0.014637;0.13402;0.0061942;0.0000;0.0000;0.0032625;0.00043136;0.0095257;0.0012595;0.0000;1.1446e-06;0.00017368;0.00064518;2.5424;0.87861;0.94647;0.29657;0.29657;3.0915;-529.20;0.052987;0.0043130;0.31290
40;18;19.711;19.711;11.738;11.738;0.0000;11.097;0.00029031;12.829;0.012861;0.10010;0.0055264;0.0000;0.0000;0.0032648;0.00043168;0.012747;0.0016854;0.0000;6.6894e-07;0.00015266;0.00057583;2.5409;0.88372;0.95140;2.3061;0.95140;3.0932;-530.16;0.053111;0.0043368;0.31490
40;19;16.843;16.843;10.814;10.814;0.0000;11.122;0.00029164;12.806;0.0093165;0.060595;0.0043036;0.0000;0.0000;0.0032723;0.00043268;0.019040;0.0025175;0.0000;1.1349e-07;0.00013235;0.00044693;2.5483;0.88802;0.95797;4.9840;0.95797;3.1033;-531.04;0.053510;0.0043608;0.31630
40;20;13.818;13.818;9.8746;9.8746;0.0000;11.168;0.00029267;12.789;0.0061803;0.018200;0.0018553;0.0000;0.0000;0.0032857;0.00043445;0.025898;0.0034244;0.0000;-4.8521e-07;0.00011904;0.00018598;2.5663;0.89079;0.96409;7.4943;0.96409;3.1230;-531.84;0.054078;0.0043851;0.31687
40;21;13.815;13.815;9.8720;9.8720;0.0000;11.224;0.00029250;12.771;0.0051707;0.018200;0.0018574;0.0000;0.0000;0.0033021;0.00043662;0.025963;0.0034330;0.0000;-4.8719e-07;0.00011474;0.00018666;2.5902;0.89235;0.96468;7.7527;0.96468;3.1479;-532.58;0.054549;0.0044097;0.31703
40;22;13.815;13.815;9.8720;9.8720;0.0000;11.281;0.00029224;12.764;0.0047653;0.018200;0.0018595;0.0000;0.0000;0.0033189;0.00043886;0.026074;0.0034477;0.0000;-4.8902e-07;0.00011494;0.00018687;2.6148;0.89390;0.96489;7.8601;0.96489;3.1735;-533.31;0.055020;0.0044346;0.31719
40;23;13.813;13.813;9.8693;9.8693;0.0000;11.340;0.00029192;12.742;0.0042257;0.018200;0.0018617;0.0000;0.0000;0.0033360;0.00044114;0.026133;0.0034557;0.0000;-4.9074e-07;0.00011079;0.00018754;2.6401;0.89546;0.96514;7.9859;0.96514;3.1997;-534.04;0.055490;0.0044598;0.31735
40;24;13.807;13.807;9.8636;9.8636;0.0000;11.402;0.00029141;12.698;0.0012711;0.018200;0.0018638;0.0000;0.0000;0.0033543;0.00044356;0.026124;0.0034545;0.0000;-4.9212e-07;0.00010210;0.00018870;2.6671;0.89703;0.96687;8.7250;0.96687;3.2278;-534.72;0.055961;0.0044852;0.31751
41;1;13.804;13.804;9.8609;9.8609;0.0000;11.468;0.00029072;12.667;0.00048746;0.018200;0.0018659;0.0000;0.0000;0.0033737;0.00044614;0.026168;0.0034605;0.0000;-4.9316e-07;9.8417e-05;0.00018932;2.6960;0.89860;0.96723;8.8994;0.96723;3.2576;-535.36;0.056432;0.0045109;0.31768
41;2;13.805;13.805;9.8613;9.8613;0.0000;11.536;0.00028997;12.652;0.00030270;0.018200;0.0018681;0.0000;0.0000;0.0033934;0.00044875;0.026269;0.0034738;0.0000;-4.9411e-07;9.9225e-05;0.00018947;2.7255;0.90018;0.96724;8.9314;0.96724;3.2881;-535.99;0.056902;0.0045369;0.31785
41;3;13.805;13.805;9.8613;9.8613;0.0000;11.604;0.00028920;12.633;-7.5972e-05;0.018200;0.0018702;0.0000;0.0000;0.0034134;0.00045140;0.026359;0.0034859;0.0000;-4.9499e-07;9.9399e-05;0.00018968;2.7553;0.90176;0.96736;9.0099;0.96736;3.3189;-536.62;0.057372;0.0045632;0.31801
41;4;13.802;13.802;9.8591;9.8591;0.0000;11.672;0.00028841;12.602;-7.4342e-05;0.018200;0.0018724;0.0000;0.0000;0.0034334;0.00045405;0.026409;0.0034925;0.0000;-4.9582e-07;9.6429e-05;0.00019023;2.7855;0.90335;0.96722;8.9772;0.96722;3.3500;-537.25;0.057842;0.0045898;0.31819
41;5;13.800;13.800;9.8569;9.8569;0.0000;11.740;0.00028764;12.572;-7.2745e-05;0.018200;0.0018745;0.0000;0.0000;0.0034534;0.00045671;0.026458;0.0034990;0.0000;-4.9665e-07;9.3547e-05;0.00019076;2.8156;0.90493;0.96707;8.9448;0.96707;3.3812;-537.85;0.058311;0.0046166;0.31836
41;6;13.802;13.802;9.8583;9.8583;0.0000;11.808;0.00028687;12.560;-7.4156e-05;0.018200;0.0018767;0.0000;0.0000;0.0034734;0.00045937;0.026572;0.0035142;0.0000;-4.9748e-07;9.5533e-05;0.00019078;2.8459;0.90652;0.96698;8.9323;0.96698;3.4125;-538.45;0.058780;0.0046437;0.31853
41;7;13.806;13.806;9.8631;9.8631;0.0000;11.875;0.00028617;12.570;0.0016930;0.018200;0.0018788;0.0000;0.0000;0.0034929;0.00046196;0.026759;0.0035390;0.0000;-4.9842e-07;0.00010270;0.00019024;2.8755;0.90811;0.96588;8.4937;0.96588;3.4430;-539.07;0.059247;0.0046712;0.31870
41;8;13.808;13.808;9.8644;9.8644;0.0000;11.940;0.00028554;12.562;0.0013241;0.018200;0.0018809;0.0000;0.0000;0.0035120;0.00046450;0.026876;0.0035546;0.0000;-4.9944e-07;0.00010488;0.00019024;2.9045;0.90970;0.96603;8.5794;0.96603;3.4731;-539.73;0.059713;0.0046988;0.31888
41;9;16.805;16.805;10.776;10.776;0.0000;11.997;0.00028569;12.599;0.0040203;0.060595;0.0043850;0.0000;0.0000;0.0035288;0.00046672;0.019794;0.0026179;0.0000;1.3862e-07;0.00011510;0.00045750;2.9286;0.91253;0.96050;6.2458;0.96050;3.4989;-540.42;0.060240;0.0047268;0.31951
41;10;19.621;19.621;11.648;11.648;0.0000;12.036;0.00028563;12.626;0.0063522;0.10010;0.0056789;0.0000;0.0000;0.0035401;0.00046823;0.013091;0.0017315;0.0000;7.3836e-07;0.00012492;0.00059514;2.9424;0.91696;0.95510;3.9494;0.95510;3.5155;-541.17;0.060512;0.0047551;0.32108
41;11;21.946;21.946;12.304;12.304;0.0000;12.064;0.00028459;12.544;0.0021580;0.13402;0.0064315;0.0000;0.0000;0.0035481;0.00046930;0.0069122;0.00091426;0.0000;1.2585e-06;0.00010771;0.00067768;2.9500;0.92228;0.95372;3.3606;0.95372;3.5264;-541.89;0.060448;0.0047834;0.32336
41;12;23.817;23.817;12.895;12.895;0.0000;12.083;0.00028283;12.527;0.0024977;0.16005;0.0068870;0.0000;0.0000;0.0035538;0.00047006;0.0023240;0.00030740;0.0000;1.6617e-06;0.00011632;0.00072561;2.9534;0.92813;0.95064;2.0486;0.95064;3.5335;-542.58;0.060143;0.0048116;0.32610
41;13;25.010;25.010;13.282;13.282;0.0000;12.092;0.00028100;12.504;0.0048644;0.17642;0.0071495;0.0000;0.0000;0.0035563;0.00047040;0.00036802;4.8678e-05;0.0000;1.9173e-06;0.00012405;0.00075293;2.9514;0.93429;0.94742;0.67276;0.67276;3.5354;-543.32;0.059713;0.0048395;0.32909
41;14;25.325;25.325;13.323;13.323;0.0000;12.097;0.00027916;12.418;0.0017634;0.18200;0.0072630;0.0000;0.0000;0.0035578;0.00047061;-0.0018964;-0.00025084;-0.0000;2.0082e-06;0.00011127;0.00076648;2.9476;0.94063;0.94842;1.0994;0.94842;3.5355;-544.03;0.059245;0.0048672;0.33220
41;15;24.929;24.929;13.201;13.201;0.0000;12.106;0.00027739;12.373;0.00093718;0.17642;0.0072379;0.0000;0.0000;0.0035601;0.00047092;-0.0010839;-0.00014337;-0.0000;1.9293e-06;0.00011131;0.00076377;2.9451;0.94700;0.94943;1.5296;0.94943;3.5369;-544.71;0.058818;0.0048946;0.33528
41;16;23.771;23.771;12.848;12.848;0.0000;12.118;0.00027597;12.334;0.0019340;0.16005;0.0070564;0.0000;0.0000;0.0035636;0.00047139;0.0016425;0.00021727;0.0000;1.6853e-06;0.00011061;0.00074437;2.9445;0.95329;0.95058;2.0201;0.95058;3.5403;-545.38;0.058506;0.0049218;0.33821
41;17;21.949;21.949;12.307;12.307;0.0000;12.137;0.00027508;12.318;0.0017498;0.13402;0.0066653;0.0000;0.0000;0.0035691;0.00047214;0.0061460;0.00081301;0.0000;1.2923e-06;0.00011275;0.00070220;2.9475;0.95932;0.95350;3.2685;0.95350;3.5471;-546.05;0.058379;0.0049488;0.34086
41;18;19.560;19.560;11.587;11.587;0.0000;12.168;0.00027481;12.307;0.0013300;0.10010;0.0059465;0.0000;0.0000;0.0035782;0.00047335;0.012081;0.0015982;0.0000;7.7629e-07;0.00011196;0.00062521;2.9568;0.96487;0.95735;4.9182;0.95735;3.5598;-546.72;0.058504;0.0049758;0.34304
41;19;16.781;16.781;10.752;10.752;0.0000;12.213;0.00027526;12.310;0.0011132;0.060595;0.0046306;0.0000;0.0000;0.0035915;0.00047512;0.019106;0.0025275;0.0000;1.7000e-07;0.00011036;0.00048433;2.9736;0.96955;0.96153;6.7155;0.96153;3.5795;-547.38;0.058933;0.0050030;0.34455
41;20;13.802;13.802;9.8583;9.8583;0.0000;12.273;0.00027580;12.296;0.00086238;0.018200;0.0019962;0.0000;0.0000;0.0036089;0.00047743;0.026658;0.0035267;0.0000;-4.8623e-07;0.00010249;0.00020285;2.9988;0.97255;0.96552;8.4448;0.96552;3.6066;-548.01;0.059548;0.0050306;0.34517
41;21;13.801;13.801;9.8578;9.8578;0.0000;12.339;0.00027543;12.285;0.00048659;0.018200;0.0019985;0.0000;0.0000;0.0036282;0.00048000;0.026761;0.0035403;0.0000;-4.8782e-07;0.00010201;0.00020314;3.0285;0.97424;0.96566;8.5251;0.96566;3.6374;-548.61;0.060059;0.0050584;0.34535
41;22;13.802;13.802;9.8587;9.8587;0.0000;12.406;0.00027501;12.279;-7.5893e-05;0.018200;0.0020007;0.0000;0.0000;0.0036478;0.00048261;0.026885;0.0035568;0.0000;-4.8930e-07;0.00010351;0.00020322;3.0589;0.97594;0.96590;8.6552;0.96590;3.6688;-549.22;0.060569;0.0050866;0.34552
41;23;13.802;13.802;9.8587;9.8587;0.0000;12.473;0.00027457;12.269;0.00011423;0.018200;0.0020030;0.0000;0.0000;0.0036676;0.00048523;0.026993;0.0035712;0.0000;-4.9072e-07;0.00010369;0.00020344;3.0895;0.97763;0.96571;8.5975;0.96571;3.7006;-549.83;0.061078;0.0051151;0.34570
41;24;13.801;13.801;9.8574;9.8574;0.0000;12.540;0.00027419;12.253;0.0012415;0.018200;0.0020052;0.0000;0.0000;0.0036870;0.00048781;0.027079;0.0035827;0.0000;-4.9223e-07;0.00010189;0.00020387;3.1197;0.97933;0.96500;8.3103;0.96500;3.7317;-550.43;0.061587;0.0051440;0.34588
42;1;13.801;13.801;9.8578;9.8578;0.0000;12.605;0.00027384;12.247;0.0012519;0.018200;0.0020075;0.0000;0.0000;0.0037061;0.00049035;0.027197;0.0035984;0.0000;-4.9381e-07;0.00010272;0.00020403;3.1493;0.98103;0.96493;8.3022;0.96493;3.7625;-551.03;0.062095;0.0051731;0.34605
42;2;13.801;13.801;9.8574;9.8574;0.0000;12.671;0.00027347;12.236;0.00068159;0.018200;0.0020097;0.0000;0.0000;0.0037254;0.00049291;0.027296;0.0036116;0.0000;-4.9531e-07;0.00010224;0.00020432;3.1794;0.98273;0.96516;8.4265;0.96516;3.7936;-551.63;0.062602;0.0052025;0.34623
42;3;13.799;13.799;9.8560;9.8560;0.0000;12.738;0.00027305;12.219;0.00029930;0.018200;0.0020120;0.0000;0.0000;0.0037450;0.00049551;0.027376;0.0036223;0.0000;-4.9672e-07;0.00010047;0.00020475;3.2100;0.98443;0.96527;8.4995;0.96527;3.8253;-552.21;0.063109;0.0052323;0.34641
42;4;13.798;13.798;9.8547;9.8547;0.0000;12.805;0.00027261;12.201;0.00011089;0.018200;0.0020142;0.0000;0.0000;0.0037647;0.00049814;0.027455;0.0036328;0.0000;-4.9806e-07;9.8722e-05;0.00020518;3.2411;0.98614;0.96528;8.5255;0.96528;3.8574;-552.79;0.063615;0.0052624;0.34660
42;5;13.798;13.798;9.8552;9.8552;0.0000;12.873;0.00027216;12.193;0.00029821;0.018200;0.0020165;0.0000;0.0000;0.0037845;0.00050077;0.027568;0.0036479;0.0000;-4.9938e-07;9.9530e-05;0.00020533;3.2722;0.98785;0.96511;8.4723;0.96511;3.8896;-553.36;0.064120;0.0052928;0.34678
42;6;13.798;13.798;9.8547;9.8547;0.0000;12.940;0.00027172;12.180;0.00029765;0.018200;0.0020187;0.0000;0.0000;0.0038043;0.00050339;0.027664;0.0036605;0.0000;-5.0070e-07;9.9065e-05;0.00020562;3.3034;0.98956;0.96502;8.4587;0.96502;3.9218;-553.94;0.064625;0.0053235;0.34697
42;7;13.801;13.801;9.8574;9.8574;0.0000;13.007;0.00027129;12.183;0.00088528;0.018200;0.0020210;0.0000;0.0000;0.0038239;0.00050600;0.027820;0.0036814;0.0000;-5.0203e-07;0.00010313;0.00020543;3.3344;0.99128;0.96467;8.3255;0.96467;3.9539;-554.52;0.065129;0.0053545;0.34715
42;8;13.804;13.804;9.8605;9.8605;0.0000;13.073;0.00027092;12.190;0.0021209;0.018200;0.0020232;0.0000;0.0000;0.0038430;0.00050854;0.027989;0.0037038;0.0000;-5.0346e-07;0.00010806;0.00020514;3.3647;0.99299;0.96400;8.0484;0.96400;3.9853;-555.13;0.065632;0.0053858;0.34734
42;9;16.780;16.780;10.750;10.750;0.0000;13.129;0.00027129;12.213;0.0036399;0.060595;0.0047164;0.0000;0.0000;0.0038595;0.00051074;0.020162;0.0026681;0.0000;1.9459e-07;0.00011265;0.00049328;3.3893;0.99604;0.95943;6.0217;0.95943;4.0119;-555.77;0.066203;0.0054175;0.34802
